Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 2phi 4"
Duration Time,60.034
Ambient Temperature,"91.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"690269"
Raw Accumulated Counts,"715262"
Valid Count Last Packet,"10866"
Raw Count Last Packet,"11304"
Live Time,58.341976
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0886
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1749"
1,"1450"
2,"944"
3,"512"
4,"219"
5,"66"
6,"17"
7,"2"
8,"0"
9,"0"
10,"1"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"3"
22,"37"
23,"118"
24,"178"
25,"174"
26,"175"
27,"193"
28,"143"
29,"186"
30,"179"
31,"162"
32,"175"
33,"173"
34,"162"
35,"144"
36,"183"
37,"161"
38,"172"
39,"170"
40,"162"
41,"154"
42,"145"
43,"166"
44,"150"
45,"146"
46,"174"
47,"159"
48,"157"
49,"141"
50,"168"
51,"163"
52,"160"
53,"142"
54,"149"
55,"157"
56,"147"
57,"157"
58,"141"
59,"152"
60,"128"
61,"145"
62,"123"
63,"117"
64,"141"
65,"148"
66,"148"
67,"121"
68,"142"
69,"142"
70,"183"
71,"186"
72,"232"
73,"226"
74,"246"
75,"231"
76,"205"
77,"197"
78,"208"
79,"194"
80,"184"
81,"270"
82,"417"
83,"741"
84,"934"
85,"1156"
86,"1313"
87,"1261"
88,"1024"
89,"779"
90,"502"
91,"326"
92,"242"
93,"174"
94,"147"
95,"137"
96,"129"
97,"127"
98,"132"
99,"128"
100,"153"
101,"148"
102,"126"
103,"123"
104,"140"
105,"120"
106,"139"
107,"135"
108,"120"
109,"146"
110,"124"
111,"168"
112,"196"
113,"192"
114,"226"
115,"236"
116,"251"
117,"246"
118,"198"
119,"198"
120,"188"
121,"174"
122,"192"
123,"199"
124,"205"
125,"215"
126,"277"
127,"373"
128,"545"
129,"728"
130,"1004"
131,"1294"
132,"1703"
133,"1834"
134,"1894"
135,"1774"
136,"1611"
137,"1363"
138,"1349"
139,"1334"
140,"1290"
141,"1363"
142,"1389"
143,"1561"
144,"1646"
145,"1776"
146,"1805"
147,"1759"
148,"1391"
149,"1248"
150,"940"
151,"634"
152,"455"
153,"371"
154,"320"
155,"366"
156,"388"
157,"454"
158,"607"
159,"939"
160,"1408"
161,"2043"
162,"2753"
163,"3351"
164,"3652"
165,"3725"
166,"3152"
167,"2453"
168,"1653"
169,"1111"
170,"652"
171,"378"
172,"328"
173,"309"
174,"406"
175,"447"
176,"625"
177,"762"
178,"836"
179,"817"
180,"834"
181,"874"
182,"835"
183,"770"
184,"721"
185,"592"
186,"463"
187,"366"
188,"264"
189,"221"
190,"207"
191,"193"
192,"190"
193,"185"
194,"217"
195,"226"
196,"236"
197,"250"
198,"240"
199,"275"
200,"276"
201,"251"
202,"238"
203,"226"
204,"216"
205,"200"
206,"202"
207,"208"
208,"219"
209,"176"
210,"198"
211,"211"
212,"215"
213,"232"
214,"248"
215,"231"
216,"230"
217,"236"
218,"319"
219,"354"
220,"403"
221,"487"
222,"510"
223,"595"
224,"536"
225,"506"
226,"440"
227,"380"
228,"349"
229,"331"
230,"299"
231,"276"
232,"288"
233,"288"
234,"242"
235,"282"
236,"267"
237,"286"
238,"298"
239,"324"
240,"325"
241,"316"
242,"302"
243,"343"
244,"346"
245,"342"
246,"375"
247,"333"
248,"315"
249,"301"
250,"305"
251,"300"
252,"288"
253,"320"
254,"321"
255,"304"
256,"308"
257,"314"
258,"342"
259,"311"
260,"320"
261,"294"
262,"321"
263,"314"
264,"356"
265,"336"
266,"379"
267,"340"
268,"333"
269,"362"
270,"348"
271,"402"
272,"368"
273,"355"
274,"359"
275,"370"
276,"340"
277,"379"
278,"400"
279,"379"
280,"396"
281,"349"
282,"419"
283,"340"
284,"374"
285,"406"
286,"375"
287,"388"
288,"359"
289,"408"
290,"435"
291,"436"
292,"461"
293,"469"
294,"470"
295,"445"
296,"431"
297,"391"
298,"436"
299,"439"
300,"399"
301,"423"
302,"388"
303,"441"
304,"449"
305,"451"
306,"445"
307,"488"
308,"517"
309,"621"
310,"782"
311,"966"
312,"1269"
313,"1753"
314,"2353"
315,"2830"
316,"3217"
317,"3410"
318,"3423"
319,"3203"
320,"2714"
321,"2075"
322,"1566"
323,"1220"
324,"900"
325,"645"
326,"540"
327,"536"
328,"420"
329,"470"
330,"466"
331,"453"
332,"479"
333,"457"
334,"473"
335,"465"
336,"495"
337,"502"
338,"560"
339,"545"
340,"535"
341,"506"
342,"601"
343,"624"
344,"656"
345,"701"
346,"820"
347,"827"
348,"907"
349,"969"
350,"968"
351,"908"
352,"947"
353,"843"
354,"845"
355,"753"
356,"707"
357,"768"
358,"735"
359,"767"
360,"846"
361,"837"
362,"882"
363,"909"
364,"1025"
365,"1000"
366,"1144"
367,"1245"
368,"1322"
369,"1379"
370,"1403"
371,"1378"
372,"1311"
373,"1170"
374,"964"
375,"875"
376,"691"
377,"631"
378,"594"
379,"493"
380,"507"
381,"470"
382,"429"
383,"476"
384,"459"
385,"477"
386,"502"
387,"482"
388,"472"
389,"473"
390,"541"
391,"435"
392,"517"
393,"595"
394,"546"
395,"630"
396,"685"
397,"712"
398,"775"
399,"793"
400,"747"
401,"684"
402,"698"
403,"676"
404,"637"
405,"637"
406,"633"
407,"642"
408,"629"
409,"630"
410,"614"
411,"613"
412,"572"
413,"593"
414,"513"
415,"540"
416,"511"
417,"514"
418,"511"
419,"480"
420,"482"
421,"544"
422,"506"
423,"510"
424,"488"
425,"502"
426,"554"
427,"567"
428,"546"
429,"575"
430,"545"
431,"557"
432,"534"
433,"520"
434,"530"
435,"546"
436,"520"
437,"555"
438,"546"
439,"511"
440,"537"
441,"548"
442,"493"
443,"548"
444,"545"
445,"563"
446,"520"
447,"521"
448,"506"
449,"508"
450,"508"
451,"540"
452,"513"
453,"543"
454,"519"
455,"572"
456,"519"
457,"543"
458,"565"
459,"574"
460,"575"
461,"534"
462,"540"
463,"535"
464,"565"
465,"546"
466,"556"
467,"535"
468,"528"
469,"534"
470,"527"
471,"544"
472,"592"
473,"562"
474,"586"
475,"555"
476,"500"
477,"528"
478,"511"
479,"504"
480,"489"
481,"528"
482,"565"
483,"489"
484,"527"
485,"527"
486,"512"
487,"521"
488,"540"
489,"529"
490,"510"
491,"472"
492,"550"
493,"572"
494,"479"
495,"526"
496,"498"
497,"512"
498,"512"
499,"516"
500,"509"
501,"530"
502,"511"
503,"537"
504,"548"
505,"529"
506,"491"
507,"558"
508,"569"
509,"565"
510,"537"
511,"539"
512,"510"
513,"501"
514,"565"
515,"520"
516,"516"
517,"538"
518,"558"
519,"561"
520,"553"
521,"591"
522,"563"
523,"517"
524,"546"
525,"552"
526,"556"
527,"572"
528,"588"
529,"555"
530,"551"
531,"564"
532,"554"
533,"498"
534,"507"
535,"557"
536,"547"
537,"510"
538,"512"
