Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 4phi 1"
Duration Time,60.031
Ambient Temperature,"92.4"
Detector Temperature,"-15.5"
Valid Accumulated Counts,"758188"
Raw Accumulated Counts,"786917"
Valid Count Last Packet,"11894"
Raw Count Last Packet,"12332"
Live Time,58.158009
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8116
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"1824"
1,"1470"
2,"931"
3,"500"
4,"238"
5,"55"
6,"21"
7,"4"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"7"
22,"32"
23,"108"
24,"177"
25,"204"
26,"170"
27,"194"
28,"204"
29,"171"
30,"182"
31,"180"
32,"175"
33,"179"
34,"132"
35,"157"
36,"166"
37,"168"
38,"173"
39,"133"
40,"171"
41,"153"
42,"196"
43,"136"
44,"187"
45,"163"
46,"148"
47,"157"
48,"183"
49,"167"
50,"143"
51,"158"
52,"154"
53,"152"
54,"163"
55,"135"
56,"159"
57,"180"
58,"142"
59,"137"
60,"118"
61,"150"
62,"146"
63,"131"
64,"135"
65,"139"
66,"142"
67,"139"
68,"127"
69,"148"
70,"173"
71,"195"
72,"230"
73,"254"
74,"271"
75,"266"
76,"240"
77,"235"
78,"188"
79,"186"
80,"223"
81,"282"
82,"444"
83,"683"
84,"1000"
85,"1244"
86,"1358"
87,"1333"
88,"1073"
89,"814"
90,"528"
91,"337"
92,"268"
93,"174"
94,"140"
95,"169"
96,"149"
97,"138"
98,"136"
99,"135"
100,"158"
101,"134"
102,"147"
103,"123"
104,"119"
105,"131"
106,"132"
107,"119"
108,"125"
109,"140"
110,"142"
111,"184"
112,"175"
113,"203"
114,"219"
115,"230"
116,"249"
117,"207"
118,"222"
119,"199"
120,"181"
121,"187"
122,"211"
123,"199"
124,"202"
125,"242"
126,"297"
127,"398"
128,"535"
129,"742"
130,"985"
131,"1319"
132,"1667"
133,"1875"
134,"1907"
135,"1831"
136,"1594"
137,"1448"
138,"1276"
139,"1291"
140,"1409"
141,"1441"
142,"1515"
143,"1534"
144,"1692"
145,"1761"
146,"1804"
147,"1732"
148,"1541"
149,"1312"
150,"929"
151,"643"
152,"462"
153,"379"
154,"329"
155,"361"
156,"407"
157,"504"
158,"657"
159,"952"
160,"1358"
161,"2143"
162,"2846"
163,"3525"
164,"3690"
165,"3736"
166,"3331"
167,"2493"
168,"1702"
169,"1133"
170,"607"
171,"429"
172,"331"
173,"331"
174,"369"
175,"516"
176,"629"
177,"714"
178,"834"
179,"964"
180,"989"
181,"1050"
182,"1010"
183,"1057"
184,"914"
185,"747"
186,"599"
187,"466"
188,"355"
189,"267"
190,"228"
191,"196"
192,"212"
193,"209"
194,"211"
195,"239"
196,"245"
197,"293"
198,"298"
199,"309"
200,"299"
201,"269"
202,"254"
203,"260"
204,"244"
205,"251"
206,"208"
207,"198"
208,"213"
209,"263"
210,"238"
211,"222"
212,"233"
213,"204"
214,"244"
215,"254"
216,"291"
217,"300"
218,"355"
219,"466"
220,"556"
221,"648"
222,"827"
223,"817"
224,"865"
225,"876"
226,"741"
227,"598"
228,"466"
229,"370"
230,"365"
231,"339"
232,"315"
233,"299"
234,"308"
235,"340"
236,"333"
237,"303"
238,"318"
239,"354"
240,"380"
241,"428"
242,"382"
243,"422"
244,"443"
245,"408"
246,"436"
247,"383"
248,"391"
249,"371"
250,"391"
251,"357"
252,"345"
253,"367"
254,"345"
255,"364"
256,"375"
257,"382"
258,"341"
259,"364"
260,"412"
261,"388"
262,"357"
263,"388"
264,"359"
265,"381"
266,"384"
267,"390"
268,"411"
269,"386"
270,"401"
271,"408"
272,"407"
273,"380"
274,"390"
275,"402"
276,"407"
277,"407"
278,"410"
279,"424"
280,"397"
281,"404"
282,"404"
283,"406"
284,"398"
285,"451"
286,"461"
287,"448"
288,"462"
289,"513"
290,"473"
291,"523"
292,"484"
293,"526"
294,"466"
295,"518"
296,"473"
297,"471"
298,"469"
299,"470"
300,"464"
301,"446"
302,"488"
303,"504"
304,"505"
305,"527"
306,"531"
307,"586"
308,"654"
309,"857"
310,"1154"
311,"1648"
312,"2421"
313,"3394"
314,"4720"
315,"5855"
316,"6862"
317,"7365"
318,"7319"
319,"6635"
320,"5620"
321,"4376"
322,"3096"
323,"2168"
324,"1509"
325,"1038"
326,"734"
327,"598"
328,"519"
329,"513"
330,"510"
331,"513"
332,"535"
333,"511"
334,"524"
335,"495"
336,"505"
337,"552"
338,"558"
339,"567"
340,"589"
341,"595"
342,"721"
343,"733"
344,"859"
345,"968"
346,"1133"
347,"1320"
348,"1487"
349,"1598"
350,"1650"
351,"1558"
352,"1469"
353,"1408"
354,"1139"
355,"1028"
356,"941"
357,"851"
358,"837"
359,"830"
360,"931"
361,"903"
362,"905"
363,"954"
364,"1091"
365,"1111"
366,"1162"
367,"1315"
368,"1347"
369,"1491"
370,"1574"
371,"1556"
372,"1447"
373,"1253"
374,"1091"
375,"922"
376,"825"
377,"708"
378,"597"
379,"509"
380,"565"
381,"505"
382,"493"
383,"505"
384,"473"
385,"504"
386,"525"
387,"560"
388,"492"
389,"500"
390,"505"
391,"578"
392,"563"
393,"610"
394,"657"
395,"738"
396,"714"
397,"767"
398,"779"
399,"745"
400,"742"
401,"728"
402,"788"
403,"718"
404,"702"
405,"668"
406,"668"
407,"646"
408,"646"
409,"660"
410,"717"
411,"706"
412,"654"
413,"612"
414,"593"
415,"588"
416,"563"
417,"520"
418,"581"
419,"533"
420,"557"
421,"578"
422,"529"
423,"553"
424,"598"
425,"636"
426,"597"
427,"650"
428,"583"
429,"623"
430,"615"
431,"613"
432,"570"
433,"575"
434,"574"
435,"584"
436,"571"
437,"531"
438,"567"
439,"566"
440,"603"
441,"571"
442,"511"
443,"608"
444,"632"
445,"554"
446,"597"
447,"589"
448,"549"
449,"551"
450,"552"
451,"598"
452,"558"
453,"616"
454,"573"
455,"622"
456,"603"
457,"651"
458,"614"
459,"646"
460,"650"
461,"628"
462,"594"
463,"586"
464,"560"
465,"594"
466,"590"
467,"576"
468,"620"
469,"547"
470,"611"
471,"588"
472,"570"
473,"599"
474,"611"
475,"584"
476,"586"
477,"615"
478,"534"
479,"579"
480,"571"
481,"606"
482,"626"
483,"580"
484,"546"
485,"540"
486,"609"
487,"581"
488,"592"
489,"600"
490,"580"
491,"590"
492,"565"
493,"582"
494,"554"
495,"558"
496,"554"
497,"550"
498,"510"
499,"569"
500,"598"
501,"590"
502,"568"
503,"577"
504,"535"
505,"582"
506,"554"
507,"533"
508,"561"
509,"576"
510,"546"
511,"583"
512,"536"
513,"549"
514,"571"
515,"552"
516,"562"
517,"592"
518,"589"
519,"552"
520,"606"
521,"581"
522,"638"
523,"571"
524,"610"
525,"644"
526,"596"
527,"592"
528,"577"
529,"572"
530,"571"
531,"543"
532,"545"
533,"528"
534,"553"
535,"558"
536,"583"
537,"576"
538,"529"
539,"537"
540,"528"
541,"520"
542,"607"
543,"556"
544,"557"
545,"513"
546,"536"
547,"568"
548,"552"
549,"622"
550,"541"
551,"537"
552,"540"
553,"605"
554,"567"
555,"540"
556,"544"
557,"587"
558,"549"
559,"563"
560,"524"
561,"571"
562,"557"
563,"584"
564,"575"
565,"552"
566,"511"
567,"508"
568,"527"
569,"507"
570,"544"
571,"556"
572,"557"
573,"567"
574,"579"
575,"545"
576,"546"
577,"554"
578,"545"
579,"541"
580,"486"
581,"560"
582,"582"
583,"561"
584,"566"
585,"546"
586,"572"
587,"555"
588,"537"
589,"527"
590,"569"
591,"574"
592,"568"
593,"561"
594,"532"
595,"520"
596,"567"
597,"556"
598,"538"
599,"556"
600,"606"
601,"572"
602,"544"
603,"516"
604,"578"
605,"533"
606,"580"
607,"555"
608,"530"
609,"593"
610,"524"
611,"491"
612,"555"
613,"550"
614,"531"
615,"555"
616,"527"
617,"572"
618,"560"
619,"573"
620,"537"
621,"588"
622,"574"
623,"531"
624,"577"
625,"590"
626,"609"
627,"574"
628,"603"
629,"581"
630,"554"
631,"617"
632,"544"
633,"552"
634,"579"
635,"532"
636,"547"
637,"565"
638,"576"
639,"524"
640,"565"
641,"538"
642,"566"
643,"510"
644,"561"
645,"555"
646,"535"
647,"552"
648,"524"
649,"559"
650,"547"
651,"549"
652,"610"
653,"653"
654,"657"
655,"704"
656,"809"
657,"901"
658,"965"
659,"1120"
660,"1286"
661,"1340"
662,"1473"
663,"1530"
664,"1416"
665,"1394"
666,"1365"
667,"1261"
668,"1032"
669,"985"
670,"853"
671,"740"
672,"684"
673,"600"
674,"601"
675,"541"
676,"559"
677,"550"
678,"485"
679,"529"
680,"541"
681,"549"
682,"556"
683,"539"
684,"508"
685,"528"
686,"517"
687,"537"
688,"564"
689,"566"
690,"527"
691,"525"
692,"536"
693,"521"
694,"622"
695,"630"
696,"628"
697,"701"
698,"707"
699,"755"
700,"781"
701,"779"
702,"806"
703,"804"
704,"751"
705,"668"
706,"713"
707,"640"
708,"603"
709,"596"
710,"551"
711,"567"
712,"498"
713,"510"
714,"493"
715,"501"
716,"473"
717,"483"
718,"467"
719,"500"
720,"478"
721,"477"
722,"512"
723,"512"
724,"530"
725,"533"
726,"493"
727,"458"
728,"512"
729,"454"
730,"515"
731,"517"
732,"463"
733,"525"
734,"547"
735,"528"
736,"568"
737,"600"
738,"600"
739,"628"
740,"608"
741,"606"
742,"610"
743,"642"
744,"623"
745,"603"
746,"584"
747,"560"
748,"544"
749,"490"
750,"602"
751,"441"
752,"467"
753,"482"
754,"446"
755,"472"
756,"480"
757,"438"
758,"486"
759,"440"
760,"446"
761,"453"
762,"452"
763,"468"
764,"472"
765,"441"
766,"460"
767,"491"
768,"448"
769,"465"
770,"423"
771,"427"
772,"459"
773,"521"
774,"531"
775,"526"
776,"513"
777,"543"
778,"571"
779,"573"
780,"611"
781,"573"
782,"594"
783,"590"
784,"586"
785,"578"
786,"542"
787,"497"
788,"526"
789,"547"
790,"482"
791,"487"
792,"471"
793,"461"
794,"459"
795,"449"
796,"444"
797,"468"
798,"486"
799,"455"
800,"455"
801,"453"
802,"442"
803,"444"
804,"432"
805,"446"
806,"443"
807,"461"
808,"425"
809,"440"
810,"431"
811,"416"
812,"455"
813,"439"
814,"454"
815,"439"
816,"454"
817,"421"
818,"458"
819,"424"
820,"473"
821,"474"
822,"452"
823,"439"
824,"475"
825,"424"
826,"476"
827,"483"
828,"467"
829,"452"
830,"443"
831,"443"
832,"422"
833,"423"
834,"421"
835,"474"
836,"432"
837,"420"
838,"434"
839,"436"
840,"425"
841,"414"
842,"449"
843,"401"
844,"399"
845,"398"
846,"455"
847,"425"
848,"451"
849,"441"
850,"425"
851,"403"
852,"432"
853,"409"
854,"466"
855,"403"
856,"429"
857,"419"
858,"462"
859,"459"
860,"428"
861,"425"
862,"464"
863,"402"
864,"406"
865,"436"
866,"453"
867,"436"
868,"452"
869,"465"
870,"465"
871,"490"
872,"438"
873,"444"
874,"438"
875,"463"
876,"447"
877,"448"
878,"483"
879,"462"
880,"455"
881,"481"
882,"522"
883,"472"
884,"417"
885,"469"
886,"486"
887,"475"
888,"435"
889,"452"
890,"476"
891,"478"
892,"502"
893,"497"
894,"454"
895,"537"
896,"527"
897,"519"
898,"533"
899,"516"
900,"506"
901,"561"
902,"553"
903,"611"
904,"582"
905,"608"
906,"555"
907,"580"
908,"610"
909,"591"
910,"601"
911,"706"
912,"661"
913,"697"
914,"695"
915,"738"
916,"766"
917,"792"
918,"790"
919,"843"
920,"876"
921,"932"
922,"954"
923,"999"
924,"1092"
925,"1116"
926,"1129"
927,"1209"
928,"1285"
929,"1256"
930,"1278"
931,"1353"
932,"1333"
933,"1352"
934,"1443"
935,"1462"
936,"1484"
937,"1512"
938,"1476"
939,"1488"
940,"1434"
941,"1384"
942,"1398"
943,"1349"
944,"1337"
945,"1375"
946,"1326"
947,"1270"
948,"1208"
949,"1152"
950,"1222"
951,"1139"
952,"1106"
953,"1028"
954,"874"
955,"887"
956,"963"
957,"830"
958,"833"
959,"772"
960,"767"
961,"708"
962,"715"
963,"699"
964,"667"
965,"623"
966,"625"
967,"546"
968,"519"
969,"531"
970,"539"
971,"538"
972,"491"
973,"492"
974,"464"
975,"480"
976,"485"
977,"429"
978,"434"
979,"439"
980,"426"
981,"440"
982,"418"
983,"371"
984,"417"
985,"441"
986,"409"
987,"468"
988,"468"
989,"463"
990,"535"
991,"559"
992,"619"
993,"665"
994,"745"
995,"794"
996,"793"
997,"828"
998,"868"
999,"871"
1000,"911"
1001,"931"
1002,"918"
1003,"946"
1004,"875"
1005,"819"
1006,"755"
1007,"694"
1008,"628"
1009,"538"
1010,"469"
1011,"454"
1012,"428"
1013,"410"
1014,"355"
1015,"395"
1016,"405"
1017,"382"
1018,"363"
1019,"336"
1020,"339"
1021,"369"
1022,"323"
1023,"328"
1024,"376"
1025,"384"
1026,"376"
1027,"379"
1028,"380"
1029,"428"
1030,"413"
1031,"425"
1032,"394"
1033,"419"
1034,"427"
1035,"451"
1036,"444"
1037,"468"
1038,"535"
1039,"517"
1040,"571"
1041,"547"
1042,"552"
1043,"575"
1044,"623"
1045,"604"
1046,"579"
1047,"621"
1048,"648"
1049,"634"
1050,"637"
1051,"639"
1052,"616"
1053,"654"
1054,"570"
1055,"590"
1056,"539"
1057,"511"
1058,"455"
1059,"437"
1060,"480"
1061,"420"
1062,"390"
1063,"430"
1064,"396"
1065,"389"
1066,"348"
1067,"391"
1068,"321"
1069,"380"
1070,"361"
1071,"351"
1072,"338"
1073,"346"
1074,"316"
1075,"329"
1076,"297"
1077,"320"
1078,"283"
1079,"312"
1080,"272"
1081,"290"
1082,"271"
1083,"272"
1084,"303"
1085,"300"
1086,"280"
1087,"286"
1088,"290"
1089,"266"
1090,"296"
1091,"276"
1092,"273"
1093,"233"
1094,"273"
1095,"289"
1096,"286"
1097,"247"
1098,"257"
1099,"245"
1100,"242"
1101,"238"
1102,"239"
1103,"254"
1104,"237"
1105,"237"
1106,"238"
1107,"234"
1108,"238"
1109,"244"
1110,"232"
1111,"236"
1112,"219"
1113,"245"
1114,"208"
1115,"227"
1116,"244"
1117,"243"
1118,"237"
1119,"280"
1120,"252"
1121,"269"
1122,"290"
1123,"283"
1124,"337"
1125,"301"
1126,"311"
1127,"297"
1128,"307"
1129,"287"
1130,"302"
1131,"275"
1132,"278"
1133,"249"
1134,"269"
1135,"235"
1136,"285"
1137,"219"
1138,"232"
1139,"222"
1140,"226"
1141,"248"
1142,"205"
1143,"241"
1144,"221"
1145,"236"
1146,"258"
1147,"232"
1148,"245"
1149,"236"
1150,"205"
1151,"237"
1152,"213"
1153,"237"
1154,"221"
1155,"190"
1156,"196"
1157,"208"
1158,"187"
1159,"199"
1160,"202"
1161,"169"
1162,"201"
1163,"195"
1164,"197"
1165,"223"
1166,"210"
1167,"221"
1168,"205"
1169,"181"
1170,"166"
1171,"202"
1172,"198"
1173,"184"
1174,"197"
1175,"215"
1176,"226"
1177,"228"
1178,"225"
1179,"222"
1180,"225"
1181,"205"
1182,"230"
1183,"224"
1184,"213"
1185,"215"
1186,"210"
1187,"210"
1188,"214"
1189,"159"
1190,"185"
1191,"197"
1192,"175"
1193,"171"
1194,"219"
1195,"198"
1196,"201"
1197,"180"
1198,"196"
1199,"192"
1200,"177"
1201,"193"
1202,"174"
1203,"192"
1204,"162"
1205,"200"
1206,"185"
1207,"179"
1208,"186"
1209,"180"
1210,"201"
1211,"216"
1212,"175"
1213,"187"
1214,"161"
1215,"169"
1216,"179"
1217,"169"
1218,"165"
1219,"201"
1220,"187"
1221,"189"
1222,"168"
1223,"166"
1224,"180"
1225,"149"
1226,"167"
1227,"171"
1228,"188"
1229,"164"
1230,"160"
1231,"153"
1232,"164"
1233,"165"
1234,"154"
1235,"175"
1236,"175"
1237,"177"
1238,"183"
1239,"156"
1240,"166"
1241,"172"
1242,"141"
1243,"179"
1244,"158"
1245,"158"
1246,"161"
1247,"159"
1248,"139"
1249,"174"
1250,"183"
1251,"174"
1252,"150"
1253,"156"
