Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 4phi 2"
Duration Time,60.918
Ambient Temperature,"93.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"787085"
Raw Accumulated Counts,"817493"
Valid Count Last Packet,"12166"
Raw Count Last Packet,"12679"
Live Time,59.004021
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,19.8224
Number of Channels,2048
Vacuum,766
Channel#,Intensity
0,"1795"
1,"1517"
2,"979"
3,"505"
4,"209"
5,"58"
6,"20"
7,"6"
8,"1"
9,"1"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"31"
23,"128"
24,"153"
25,"203"
26,"197"
27,"212"
28,"172"
29,"183"
30,"196"
31,"185"
32,"177"
33,"166"
34,"164"
35,"176"
36,"202"
37,"171"
38,"170"
39,"161"
40,"157"
41,"175"
42,"142"
43,"139"
44,"161"
45,"159"
46,"212"
47,"192"
48,"160"
49,"180"
50,"162"
51,"142"
52,"160"
53,"155"
54,"136"
55,"131"
56,"156"
57,"170"
58,"157"
59,"150"
60,"175"
61,"140"
62,"144"
63,"139"
64,"157"
65,"133"
66,"155"
67,"143"
68,"153"
69,"130"
70,"194"
71,"191"
72,"261"
73,"281"
74,"272"
75,"264"
76,"236"
77,"239"
78,"207"
79,"221"
80,"254"
81,"316"
82,"526"
83,"769"
84,"1027"
85,"1352"
86,"1457"
87,"1437"
88,"1117"
89,"821"
90,"634"
91,"356"
92,"282"
93,"213"
94,"148"
95,"148"
96,"134"
97,"137"
98,"163"
99,"121"
100,"145"
101,"133"
102,"137"
103,"120"
104,"121"
105,"122"
106,"132"
107,"147"
108,"145"
109,"149"
110,"167"
111,"195"
112,"182"
113,"218"
114,"255"
115,"257"
116,"224"
117,"235"
118,"215"
119,"200"
120,"177"
121,"189"
122,"186"
123,"213"
124,"224"
125,"255"
126,"297"
127,"395"
128,"552"
129,"773"
130,"1086"
131,"1385"
132,"1770"
133,"1961"
134,"1943"
135,"1857"
136,"1638"
137,"1450"
138,"1357"
139,"1333"
140,"1461"
141,"1526"
142,"1468"
143,"1574"
144,"1739"
145,"1736"
146,"1819"
147,"1717"
148,"1505"
149,"1228"
150,"1010"
151,"655"
152,"479"
153,"383"
154,"358"
155,"362"
156,"369"
157,"474"
158,"655"
159,"1000"
160,"1403"
161,"2199"
162,"2937"
163,"3539"
164,"4017"
165,"3875"
166,"3336"
167,"2526"
168,"1734"
169,"1088"
170,"734"
171,"426"
172,"332"
173,"334"
174,"409"
175,"488"
176,"624"
177,"742"
178,"909"
179,"946"
180,"1012"
181,"945"
182,"1085"
183,"1032"
184,"961"
185,"796"
186,"643"
187,"459"
188,"371"
189,"281"
190,"210"
191,"208"
192,"207"
193,"225"
194,"232"
195,"252"
196,"261"
197,"308"
198,"317"
199,"290"
200,"315"
201,"291"
202,"257"
203,"254"
204,"226"
205,"218"
206,"250"
207,"239"
208,"230"
209,"227"
210,"248"
211,"246"
212,"239"
213,"247"
214,"275"
215,"232"
216,"279"
217,"337"
218,"379"
219,"502"
220,"632"
221,"761"
222,"895"
223,"961"
224,"1037"
225,"876"
226,"761"
227,"656"
228,"537"
229,"459"
230,"371"
231,"347"
232,"347"
233,"331"
234,"339"
235,"342"
236,"348"
237,"308"
238,"369"
239,"396"
240,"374"
241,"435"
242,"426"
243,"434"
244,"436"
245,"445"
246,"423"
247,"423"
248,"378"
249,"374"
250,"383"
251,"388"
252,"309"
253,"351"
254,"335"
255,"356"
256,"389"
257,"401"
258,"375"
259,"354"
260,"371"
261,"367"
262,"373"
263,"384"
264,"409"
265,"371"
266,"368"
267,"413"
268,"402"
269,"401"
270,"446"
271,"425"
272,"453"
273,"408"
274,"422"
275,"408"
276,"409"
277,"425"
278,"435"
279,"391"
280,"405"
281,"405"
282,"375"
283,"423"
284,"473"
285,"414"
286,"442"
287,"491"
288,"450"
289,"482"
290,"508"
291,"529"
292,"519"
293,"499"
294,"520"
295,"517"
296,"487"
297,"476"
298,"484"
299,"462"
300,"509"
301,"489"
302,"466"
303,"513"
304,"525"
305,"510"
306,"514"
307,"588"
308,"697"
309,"876"
310,"1181"
311,"1741"
312,"2519"
313,"3648"
314,"4941"
315,"6178"
316,"7387"
317,"7982"
318,"7593"
319,"6970"
320,"5928"
321,"4495"
322,"3376"
323,"2296"
324,"1479"
325,"1028"
326,"751"
327,"622"
328,"597"
329,"530"
330,"530"
331,"488"
332,"534"
333,"533"
334,"598"
335,"544"
336,"564"
337,"520"
338,"585"
339,"576"
340,"602"
341,"583"
342,"707"
343,"723"
344,"857"
345,"1025"
346,"1237"
347,"1381"
348,"1571"
349,"1665"
350,"1715"
351,"1641"
352,"1497"
353,"1366"
354,"1183"
355,"1028"
356,"953"
357,"866"
358,"891"
359,"849"
360,"943"
361,"957"
362,"990"
363,"1000"
364,"1094"
365,"1142"
366,"1288"
367,"1384"
368,"1403"
369,"1561"
370,"1614"
371,"1565"
372,"1439"
373,"1248"
374,"1121"
375,"979"
376,"808"
377,"707"
378,"617"
379,"535"
380,"547"
381,"511"
382,"523"
383,"525"
384,"518"
385,"545"
386,"485"
387,"529"
388,"543"
389,"515"
390,"576"
391,"538"
392,"607"
393,"639"
394,"645"
395,"715"
396,"756"
397,"757"
398,"850"
399,"841"
400,"788"
401,"805"
402,"696"
403,"713"
404,"720"
405,"746"
406,"704"
407,"673"
408,"701"
409,"705"
410,"652"
411,"706"
412,"659"
413,"676"
414,"595"
415,"604"
416,"569"
417,"564"
418,"576"
419,"548"
420,"551"
421,"554"
422,"580"
423,"608"
424,"616"
425,"624"
426,"625"
427,"664"
428,"656"
429,"629"
430,"663"
431,"624"
432,"597"
433,"590"
434,"603"
435,"619"
436,"542"
437,"579"
438,"606"
439,"585"
440,"580"
441,"640"
442,"624"
443,"589"
444,"573"
445,"644"
446,"610"
447,"594"
448,"599"
449,"627"
450,"611"
451,"577"
452,"555"
453,"546"
454,"629"
455,"604"
456,"644"
457,"633"
458,"632"
459,"670"
460,"644"
461,"649"
462,"656"
463,"620"
464,"584"
465,"620"
466,"586"
467,"641"
468,"628"
469,"638"
470,"616"
471,"595"
472,"565"
473,"654"
474,"599"
475,"616"
476,"614"
477,"618"
478,"566"
479,"599"
480,"615"
481,"612"
482,"550"
483,"655"
484,"642"
485,"588"
486,"615"
487,"595"
488,"587"
489,"642"
490,"570"
491,"621"
492,"579"
493,"620"
494,"636"
495,"594"
496,"603"
497,"567"
498,"573"
499,"609"
500,"607"
501,"604"
502,"618"
503,"584"
504,"566"
505,"577"
506,"594"
507,"581"
508,"641"
509,"613"
510,"617"
511,"608"
512,"580"
513,"615"
514,"598"
515,"538"
516,"602"
517,"602"
518,"575"
519,"626"
520,"629"
521,"640"
522,"643"
523,"629"
524,"622"
525,"617"
526,"668"
527,"610"
528,"571"
529,"547"
530,"581"
531,"597"
532,"629"
533,"573"
534,"583"
535,"629"
536,"585"
537,"560"
538,"606"
539,"613"
540,"601"
541,"570"
542,"627"
543,"553"
544,"608"
545,"517"
546,"540"
547,"563"
548,"549"
549,"512"
550,"543"
551,"566"
552,"534"
553,"589"
554,"600"
555,"584"
556,"576"
557,"600"
558,"542"
559,"566"
560,"605"
561,"594"
562,"593"
563,"587"
564,"601"
565,"533"
566,"557"
567,"604"
568,"581"
569,"542"
570,"565"
571,"571"
572,"535"
573,"561"
574,"558"
575,"581"
576,"578"
577,"563"
578,"560"
579,"577"
580,"567"
581,"542"
582,"555"
583,"533"
584,"586"
585,"588"
586,"518"
587,"588"
588,"585"
589,"551"
590,"570"
591,"569"
592,"594"
593,"591"
594,"597"
595,"567"
596,"531"
597,"569"
598,"543"
599,"604"
600,"576"
601,"534"
602,"569"
603,"532"
604,"563"
605,"575"
606,"590"
607,"547"
608,"539"
609,"569"
610,"589"
611,"539"
612,"575"
613,"600"
614,"590"
615,"590"
616,"558"
617,"568"
618,"578"
619,"583"
620,"591"
621,"609"
622,"629"
623,"595"
624,"595"
625,"623"
626,"560"
627,"657"
628,"600"
629,"600"
630,"678"
631,"564"
632,"572"
633,"556"
634,"589"
635,"580"
636,"579"
637,"603"
638,"552"
639,"621"
640,"591"
641,"565"
642,"546"
643,"575"
644,"525"
645,"592"
646,"547"
647,"589"
648,"606"
649,"560"
650,"596"
651,"574"
652,"606"
653,"638"
654,"682"
655,"732"
656,"807"
657,"882"
658,"989"
659,"1091"
660,"1268"
661,"1403"
662,"1458"
663,"1605"
664,"1611"
665,"1457"
666,"1380"
667,"1278"
668,"1137"
669,"1050"
670,"901"
671,"805"
672,"731"
673,"622"
674,"582"
675,"584"
676,"539"
677,"536"
678,"537"
679,"492"
680,"560"
681,"543"
682,"519"
683,"539"
684,"581"
685,"559"
686,"544"
687,"541"
688,"541"
689,"560"
690,"545"
691,"597"
692,"602"
693,"580"
694,"649"
695,"695"
696,"665"
697,"729"
698,"756"
699,"842"
700,"792"
701,"799"
702,"823"
703,"838"
704,"740"
705,"722"
706,"741"
707,"641"
708,"655"
709,"589"
710,"578"
711,"565"
712,"544"
713,"534"
714,"526"
715,"485"
716,"503"
717,"556"
718,"511"
719,"486"
720,"530"
721,"542"
722,"492"
723,"512"
724,"505"
725,"495"
726,"500"
727,"516"
728,"484"
729,"481"
730,"519"
731,"497"
732,"530"
733,"510"
734,"515"
735,"555"
736,"601"
737,"572"
738,"596"
739,"659"
740,"636"
741,"620"
742,"633"
743,"657"
744,"636"
745,"624"
746,"555"
747,"541"
748,"571"
749,"515"
750,"516"
751,"514"
752,"489"
753,"480"
754,"531"
755,"507"
756,"465"
757,"492"
758,"449"
759,"489"
760,"466"
761,"514"
762,"493"
763,"480"
764,"491"
765,"456"
766,"498"
767,"483"
768,"492"
769,"493"
770,"476"
771,"472"
772,"475"
773,"545"
774,"505"
775,"530"
776,"542"
777,"562"
778,"595"
779,"631"
780,"595"
781,"614"
782,"656"
783,"648"
784,"610"
785,"600"
786,"602"
787,"605"
788,"578"
789,"516"
790,"470"
791,"498"
792,"496"
793,"482"
794,"487"
795,"443"
796,"464"
797,"467"
798,"469"
799,"468"
800,"491"
801,"499"
802,"460"
803,"451"
804,"446"
805,"436"
806,"498"
807,"434"
808,"485"
809,"432"
810,"479"
811,"437"
812,"468"
813,"491"
814,"461"
815,"452"
816,"473"
817,"436"
818,"486"
819,"433"
820,"446"
821,"455"
822,"467"
823,"475"
824,"467"
825,"485"
826,"479"
827,"456"
828,"429"
829,"446"
830,"470"
831,"438"
832,"423"
833,"469"
834,"439"
835,"467"
836,"426"
837,"468"
838,"473"
839,"448"
840,"440"
841,"478"
842,"398"
843,"437"
844,"468"
845,"451"
846,"474"
847,"475"
848,"422"
849,"422"
850,"423"
851,"416"
852,"455"
853,"452"
854,"452"
855,"469"
856,"460"
857,"424"
858,"449"
859,"442"
860,"434"
861,"454"
862,"461"
863,"437"
864,"442"
865,"455"
866,"414"
867,"401"
868,"470"
869,"515"
870,"433"
871,"464"
872,"474"
873,"477"
874,"490"
875,"480"
876,"457"
877,"528"
878,"472"
879,"461"
880,"507"
881,"473"
882,"501"
883,"499"
884,"427"
885,"498"
886,"484"
887,"463"
888,"475"
889,"458"
890,"482"
891,"532"
892,"481"
893,"517"
894,"542"
895,"529"
896,"534"
897,"534"
898,"523"
899,"579"
900,"542"
901,"512"
902,"544"
903,"565"
904,"606"
905,"642"
906,"585"
907,"623"
908,"639"
909,"623"
910,"653"
911,"671"
912,"717"
913,"677"
914,"738"
915,"793"
916,"798"
917,"834"
918,"839"
919,"815"
920,"926"
921,"956"
922,"1022"
923,"1055"
924,"1088"
925,"1155"
926,"1158"
927,"1242"
928,"1311"
929,"1333"
930,"1343"
931,"1395"
932,"1404"
933,"1517"
934,"1455"
935,"1514"
936,"1458"
937,"1562"
938,"1493"
939,"1495"
940,"1515"
941,"1541"
942,"1475"
943,"1506"
944,"1463"
945,"1423"
946,"1352"
947,"1281"
948,"1241"
949,"1230"
950,"1191"
951,"1134"
952,"1107"
953,"1076"
954,"1009"
955,"961"
956,"900"
957,"903"
958,"856"
959,"841"
960,"782"
961,"748"
962,"752"
963,"647"
964,"657"
965,"619"
966,"640"
967,"608"
968,"598"
969,"578"
970,"562"
971,"566"
972,"535"
973,"533"
974,"485"
975,"459"
976,"451"
977,"446"
978,"443"
979,"465"
980,"445"
981,"429"
982,"435"
983,"427"
984,"417"
985,"447"
986,"465"
987,"450"
988,"504"
989,"488"
990,"518"
991,"574"
992,"683"
993,"744"
994,"748"
995,"763"
996,"857"
997,"847"
998,"900"
999,"953"
1000,"938"
1001,"976"
1002,"977"
1003,"928"
1004,"861"
1005,"782"
1006,"767"
1007,"690"
1008,"668"
1009,"574"
1010,"527"
1011,"461"
1012,"486"
1013,"391"
1014,"413"
1015,"433"
1016,"354"
1017,"362"
1018,"378"
1019,"345"
1020,"356"
1021,"376"
1022,"394"
1023,"351"
1024,"359"
1025,"416"
1026,"361"
1027,"386"
1028,"374"
1029,"410"
1030,"400"
1031,"378"
1032,"446"
1033,"415"
1034,"429"
1035,"471"
1036,"461"
1037,"463"
1038,"526"
1039,"561"
1040,"520"
1041,"586"
1042,"600"
1043,"588"
1044,"624"
1045,"634"
1046,"666"
1047,"660"
1048,"668"
1049,"678"
1050,"585"
1051,"646"
1052,"633"
1053,"638"
1054,"621"
1055,"612"
1056,"527"
1057,"570"
1058,"509"
1059,"523"
1060,"488"
1061,"403"
1062,"421"
1063,"370"
1064,"418"
1065,"428"
1066,"365"
1067,"403"
1068,"374"
1069,"381"
1070,"374"
1071,"361"
1072,"381"
1073,"343"
1074,"330"
1075,"318"
1076,"323"
1077,"347"
1078,"318"
1079,"305"
1080,"306"
1081,"305"
1082,"305"
1083,"305"
1084,"310"
1085,"279"
1086,"314"
1087,"290"
1088,"276"
1089,"258"
1090,"300"
1091,"287"
1092,"262"
1093,"296"
1094,"272"
1095,"274"
1096,"265"
1097,"242"
1098,"259"
1099,"264"
1100,"279"
1101,"284"
1102,"260"
1103,"235"
1104,"274"
1105,"230"
1106,"221"
1107,"239"
1108,"268"
1109,"256"
1110,"211"
1111,"219"
1112,"243"
1113,"228"
1114,"233"
1115,"268"
1116,"250"
1117,"263"
1118,"266"
1119,"268"
1120,"277"
1121,"323"
1122,"320"
1123,"290"
1124,"309"
1125,"345"
1126,"313"
1127,"354"
1128,"308"
1129,"304"
1130,"301"
1131,"318"
1132,"270"
1133,"276"
1134,"256"
1135,"273"
1136,"217"
1137,"251"
1138,"218"
1139,"243"
1140,"233"
1141,"232"
1142,"213"
1143,"238"
1144,"236"
1145,"262"
1146,"229"
1147,"242"
1148,"239"
1149,"249"
1150,"220"
1151,"210"
1152,"243"
1153,"209"
1154,"223"
1155,"214"
1156,"225"
1157,"209"
1158,"229"
1159,"201"
1160,"224"
1161,"206"
1162,"211"
1163,"201"
1164,"204"
1165,"209"
1166,"205"
1167,"211"
1168,"186"
1169,"194"
1170,"196"
1171,"210"
1172,"218"
1173,"209"
1174,"214"
1175,"208"
1176,"218"
1177,"227"
1178,"215"
1179,"238"
1180,"218"
1181,"224"
1182,"215"
1183,"248"
1184,"227"
1185,"236"
1186,"222"
1187,"186"
1188,"229"
1189,"210"
1190,"205"
1191,"233"
1192,"189"
1193,"196"
1194,"208"
1195,"170"
1196,"192"
1197,"195"
1198,"200"
1199,"190"
1200,"207"
1201,"202"
1202,"227"
1203,"190"
1204,"178"
1205,"186"
1206,"217"
1207,"143"
1208,"198"
1209,"185"
1210,"155"
1211,"198"
1212,"193"
1213,"175"
1214,"181"
1215,"168"
1216,"186"
1217,"186"
1218,"190"
1219,"179"
1220,"183"
1221,"161"
1222,"174"
1223,"187"
1224,"164"
1225,"172"
1226,"162"
1227,"184"
1228,"180"
1229,"160"
1230,"176"
1231,"182"
1232,"184"
1233,"178"
1234,"172"
1235,"168"
1236,"178"
1237,"176"
1238,"180"
1239,"176"
1240,"187"
1241,"167"
1242,"202"
1243,"175"
1244,"179"
1245,"181"
1246,"191"
1247,"164"
1248,"181"
1249,"173"
1250,"184"
1251,"189"
1252,"199"
1253,"168"
1254,"176"
1255,"171"
1256,"163"
1257,"178"
1258,"161"
1259,"162"
1260,"175"
1261,"168"
1262,"157"
1263,"161"
1264,"165"
1265,"163"
1266,"156"
1267,"139"
1268,"196"
1269,"157"
1270,"160"
1271,"162"
1272,"139"
1273,"148"
1274,"160"
1275,"159"
1276,"165"
1277,"176"
1278,"149"
1279,"159"
1280,"159"
1281,"158"
1282,"172"
1283,"154"
1284,"130"
1285,"154"
1286,"172"
1287,"151"
1288,"165"
1289,"146"
1290,"147"
1291,"172"
1292,"166"
1293,"133"
1294,"141"
1295,"139"
1296,"152"
1297,"127"
1298,"133"
1299,"138"
1300,"139"
1301,"156"
1302,"157"
1303,"155"
1304,"146"
1305,"142"
1306,"155"
1307,"149"
1308,"136"
1309,"137"
1310,"123"
1311,"146"
1312,"131"
1313,"134"
1314,"148"
1315,"134"
1316,"154"
1317,"154"
1318,"133"
1319,"137"
1320,"131"
1321,"126"
1322,"123"
1323,"128"
1324,"126"
1325,"134"
1326,"146"
1327,"130"
1328,"156"
1329,"138"
1330,"144"
1331,"136"
1332,"102"
1333,"114"
1334,"144"
1335,"118"
1336,"145"
1337,"122"
1338,"105"
1339,"122"
1340,"118"
1341,"114"
1342,"122"
1343,"118"
1344,"126"
1345,"155"
1346,"122"
1347,"115"
1348,"110"
1349,"118"
1350,"103"
1351,"133"
1352,"128"
1353,"133"
1354,"101"
1355,"117"
1356,"120"
1357,"114"
1358,"98"
1359,"122"
1360,"135"
1361,"108"
1362,"121"
1363,"100"
1364,"102"
1365,"108"
1366,"103"
1367,"120"
1368,"132"
1369,"120"
1370,"107"
1371,"134"
1372,"121"
1373,"106"
1374,"130"
1375,"117"
1376,"113"
1377,"117"
1378,"113"
1379,"115"
1380,"122"
1381,"105"
1382,"120"
1383,"124"
1384,"108"
1385,"107"
1386,"98"
1387,"106"
1388,"97"
1389,"115"
1390,"114"
1391,"115"
1392,"96"
1393,"117"
1394,"117"
1395,"107"
1396,"102"
1397,"99"
1398,"126"
1399,"117"
1400,"87"
1401,"104"
1402,"109"
1403,"96"
1404,"102"
1405,"102"
1406,"92"
1407,"112"
1408,"116"
1409,"91"
1410,"96"
1411,"98"
1412,"98"
1413,"110"
1414,"109"
1415,"103"
1416,"90"
1417,"102"
1418,"105"
1419,"105"
1420,"97"
1421,"103"
1422,"106"
1423,"90"
1424,"87"
1425,"76"
1426,"90"
1427,"89"
1428,"100"
1429,"87"
1430,"117"
1431,"94"
1432,"92"
1433,"88"
1434,"76"
1435,"86"
1436,"99"
1437,"84"
1438,"81"
1439,"80"
1440,"97"
1441,"88"
1442,"69"
1443,"85"
1444,"88"
1445,"92"
1446,"84"
1447,"84"
1448,"89"
1449,"71"
1450,"83"
1451,"90"
1452,"77"
1453,"80"
1454,"83"
1455,"72"
1456,"86"
1457,"85"
1458,"84"
1459,"82"
1460,"88"
1461,"72"
1462,"78"
1463,"79"
1464,"73"
1465,"71"
1466,"82"
1467,"71"
1468,"72"
1469,"75"
1470,"99"
1471,"72"
1472,"76"
1473,"66"
1474,"87"
1475,"72"
1476,"81"
1477,"73"
1478,"87"
1479,"89"
1480,"60"
1481,"90"
1482,"79"
1483,"72"
1484,"77"
1485,"72"
1486,"71"
1487,"84"
1488,"71"
1489,"60"
1490,"63"
1491,"63"
1492,"73"
1493,"71"
1494,"77"
1495,"67"
1496,"60"
1497,"82"
1498,"54"
1499,"93"
1500,"62"
1501,"62"
1502,"73"
1503,"73"
1504,"81"
1505,"71"
1506,"60"
1507,"56"
1508,"69"
1509,"46"
1510,"71"
1511,"65"
1512,"58"
1513,"59"
1514,"66"
1515,"56"
1516,"75"
1517,"79"
1518,"60"
1519,"48"
1520,"48"
1521,"66"
1522,"63"
1523,"56"
1524,"62"
1525,"61"
1526,"50"
1527,"49"
1528,"60"
1529,"41"
1530,"63"
1531,"63"
1532,"68"
1533,"53"
1534,"52"
1535,"53"
1536,"55"
1537,"57"
1538,"56"
1539,"53"
1540,"71"
1541,"50"
1542,"42"
1543,"51"
1544,"51"
1545,"44"
1546,"53"
1547,"54"
1548,"48"
1549,"41"
1550,"51"
1551,"46"
1552,"58"
1553,"53"
1554,"43"
1555,"51"
1556,"34"
1557,"54"
1558,"46"
1559,"51"
1560,"40"
1561,"64"
1562,"40"
1563,"46"
1564,"48"
1565,"45"
1566,"46"
1567,"42"
1568,"38"
1569,"35"
1570,"44"
1571,"48"
1572,"44"
1573,"34"
1574,"37"
1575,"43"
1576,"50"
1577,"44"
1578,"45"
1579,"51"
1580,"37"
1581,"43"
1582,"38"
1583,"39"
1584,"40"
1585,"42"
1586,"45"
1587,"42"
1588,"33"
1589,"39"
1590,"37"
1591,"33"
1592,"37"
1593,"34"
1594,"35"
1595,"28"
1596,"34"
1597,"56"
1598,"35"
1599,"26"
1600,"33"
1601,"39"
1602,"41"
1603,"37"
1604,"35"
1605,"41"
1606,"42"
1607,"40"
1608,"36"
1609,"32"
1610,"32"
1611,"34"
1612,"33"
1613,"45"
1614,"34"
1615,"31"
1616,"25"
1617,"39"
1618,"34"
1619,"31"
1620,"25"
1621,"32"
1622,"29"
1623,"29"
1624,"30"
1625,"23"
1626,"26"
1627,"29"
1628,"27"
1629,"22"
1630,"22"
1631,"32"
1632,"25"
1633,"37"
1634,"24"
1635,"28"
1636,"22"
1637,"20"
1638,"23"
1639,"28"
1640,"20"
1641,"25"
1642,"25"
1643,"21"
1644,"29"
1645,"26"
1646,"16"
1647,"29"
1648,"18"
1649,"20"
1650,"26"
1651,"18"
1652,"17"
1653,"27"
1654,"18"
1655,"19"
1656,"26"
1657,"27"
1658,"25"
1659,"28"
