Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C -1phi 4"
Duration Time,60.098
Ambient Temperature,"86.6"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"586368"
Raw Accumulated Counts,"605596"
Valid Count Last Packet,"9281"
Raw Count Last Packet,"9546"
Live Time,58.660004
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0886
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1826"
1,"1449"
2,"950"
3,"493"
4,"204"
5,"74"
6,"29"
7,"2"
8,"1"
9,"0"
10,"0"
11,"0"
12,"1"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"8"
22,"34"
23,"126"
24,"176"
25,"156"
26,"185"
27,"158"
28,"168"
29,"162"
30,"172"
31,"143"
32,"160"
33,"141"
34,"137"
35,"166"
36,"158"
37,"142"
38,"149"
39,"154"
40,"157"
41,"143"
42,"162"
43,"148"
44,"150"
45,"134"
46,"134"
47,"163"
48,"133"
49,"144"
50,"154"
51,"158"
52,"167"
53,"141"
54,"126"
55,"140"
56,"158"
57,"141"
58,"138"
59,"154"
60,"149"
61,"144"
62,"139"
63,"149"
64,"133"
65,"130"
66,"119"
67,"113"
68,"117"
69,"146"
70,"131"
71,"175"
72,"157"
73,"183"
74,"182"
75,"195"
76,"185"
77,"201"
78,"200"
79,"179"
80,"172"
81,"273"
82,"454"
83,"737"
84,"1037"
85,"1290"
86,"1413"
87,"1376"
88,"1084"
89,"822"
90,"509"
91,"349"
92,"249"
93,"166"
94,"139"
95,"131"
96,"140"
97,"127"
98,"115"
99,"127"
100,"129"
101,"119"
102,"115"
103,"133"
104,"100"
105,"121"
106,"117"
107,"109"
108,"108"
109,"132"
110,"153"
111,"153"
112,"189"
113,"199"
114,"216"
115,"210"
116,"183"
117,"217"
118,"189"
119,"205"
120,"175"
121,"156"
122,"178"
123,"193"
124,"210"
125,"246"
126,"312"
127,"362"
128,"508"
129,"747"
130,"1045"
131,"1363"
132,"1714"
133,"1849"
134,"1994"
135,"1833"
136,"1542"
137,"1359"
138,"1251"
139,"1243"
140,"1311"
141,"1319"
142,"1435"
143,"1563"
144,"1683"
145,"1744"
146,"1818"
147,"1760"
148,"1555"
149,"1294"
150,"940"
151,"645"
152,"466"
153,"375"
154,"324"
155,"309"
156,"348"
157,"384"
158,"458"
159,"639"
160,"862"
161,"1273"
162,"1560"
163,"1920"
164,"2163"
165,"2037"
166,"1853"
167,"1388"
168,"1054"
169,"615"
170,"429"
171,"274"
172,"214"
173,"224"
174,"230"
175,"328"
176,"366"
177,"451"
178,"450"
179,"517"
180,"527"
181,"557"
182,"530"
183,"515"
184,"413"
185,"386"
186,"292"
187,"250"
188,"219"
189,"209"
190,"140"
191,"171"
192,"153"
193,"165"
194,"163"
195,"211"
196,"196"
197,"186"
198,"233"
199,"214"
200,"200"
201,"193"
202,"203"
203,"206"
204,"198"
205,"221"
206,"238"
207,"212"
208,"220"
209,"256"
210,"237"
211,"282"
212,"234"
213,"246"
214,"255"
215,"236"
216,"248"
217,"245"
218,"216"
219,"248"
220,"284"
221,"292"
222,"311"
223,"344"
224,"362"
225,"324"
226,"339"
227,"303"
228,"256"
229,"268"
230,"258"
231,"255"
232,"219"
233,"237"
234,"230"
235,"237"
236,"245"
237,"277"
238,"230"
239,"226"
240,"251"
241,"252"
242,"262"
243,"242"
244,"269"
245,"293"
246,"293"
247,"329"
248,"312"
249,"310"
250,"309"
251,"293"
252,"337"
253,"287"
254,"291"
255,"334"
256,"290"
257,"316"
258,"280"
259,"268"
260,"343"
261,"389"
262,"333"
263,"344"
264,"382"
265,"364"
266,"386"
267,"425"
268,"425"
269,"398"
270,"390"
271,"381"
272,"392"
273,"376"
274,"370"
275,"338"
276,"374"
277,"353"
278,"387"
279,"352"
280,"419"
281,"376"
282,"398"
283,"344"
284,"407"
285,"368"
286,"376"
287,"402"
288,"410"
289,"381"
290,"423"
291,"399"
292,"420"
293,"414"
294,"417"
295,"426"
296,"420"
297,"420"
298,"413"
299,"425"
300,"414"
301,"376"
302,"412"
303,"380"
304,"419"
305,"351"
306,"416"
307,"462"
308,"445"
309,"462"
310,"619"
311,"627"
312,"795"
313,"890"
314,"1149"
315,"1348"
316,"1546"
317,"1683"
318,"1583"
319,"1481"
320,"1254"
321,"1078"
322,"851"
323,"705"
324,"570"
325,"528"
326,"433"
327,"422"
328,"440"
329,"430"
330,"424"
331,"453"
332,"417"
333,"420"
334,"468"
335,"416"
336,"419"
337,"394"
338,"429"
339,"426"
340,"413"
341,"434"
342,"449"
343,"468"
344,"466"
345,"487"
346,"537"
347,"553"
348,"580"
349,"613"
350,"580"
351,"622"
352,"639"
353,"575"
354,"560"
355,"582"
356,"621"
357,"617"
358,"720"
359,"743"
360,"834"
361,"838"
362,"814"
363,"912"
364,"955"
365,"1081"
366,"1152"
367,"1184"
368,"1242"
369,"1322"
370,"1348"
371,"1314"
372,"1294"
373,"1074"
374,"908"
375,"775"
376,"697"
377,"516"
378,"500"
379,"420"
380,"419"
381,"388"
382,"352"
383,"370"
384,"407"
385,"389"
386,"402"
387,"399"
388,"381"
389,"396"
390,"435"
391,"446"
392,"440"
393,"505"
394,"523"
395,"525"
396,"573"
397,"583"
398,"659"
399,"659"
400,"700"
401,"636"
402,"590"
403,"577"
404,"554"
405,"539"
406,"506"
407,"522"
408,"564"
409,"549"
410,"580"
411,"539"
412,"525"
413,"555"
414,"525"
415,"519"
416,"503"
417,"456"
418,"505"
419,"485"
420,"464"
421,"507"
422,"438"
423,"468"
424,"453"
425,"442"
426,"477"
427,"469"
428,"468"
429,"455"
430,"431"
431,"431"
432,"430"
433,"433"
434,"466"
435,"392"
436,"463"
437,"476"
438,"437"
439,"488"
440,"478"
441,"445"
442,"452"
443,"441"
444,"445"
445,"450"
446,"374"
447,"362"
448,"421"
449,"410"
450,"425"
451,"439"
452,"415"
453,"374"
454,"451"
455,"444"
456,"450"
457,"434"
458,"448"
459,"443"
460,"471"
461,"428"
462,"473"
463,"459"
464,"431"
465,"443"
466,"420"
467,"465"
468,"466"
469,"451"
470,"480"
471,"416"
472,"434"
473,"439"
474,"413"
475,"463"
476,"447"
477,"395"
478,"436"
479,"460"
480,"467"
481,"457"
482,"437"
483,"429"
484,"483"
485,"460"
486,"465"
487,"479"
488,"491"
489,"516"
490,"523"
491,"529"
492,"468"
493,"502"
494,"486"
495,"513"
496,"491"
497,"493"
498,"471"
499,"457"
500,"448"
501,"482"
502,"496"
503,"428"
504,"472"
505,"465"
506,"395"
507,"436"
508,"484"
509,"511"
510,"443"
511,"464"
512,"486"
513,"517"
514,"508"
515,"462"
516,"503"
517,"500"
518,"499"
519,"494"
520,"482"
521,"487"
522,"446"
523,"478"
524,"479"
525,"485"
526,"460"
527,"449"
528,"417"
529,"456"
530,"465"
531,"413"
532,"402"
533,"393"
534,"429"
535,"458"
536,"381"
537,"483"
538,"451"
539,"424"
540,"419"
541,"433"
542,"435"
543,"410"
544,"418"
545,"424"
546,"457"
547,"392"
548,"405"
549,"423"
550,"383"
551,"408"
552,"406"
553,"400"
554,"423"
555,"410"
556,"468"
557,"433"
558,"445"
559,"429"
560,"419"
561,"433"
562,"436"
563,"453"
564,"450"
565,"411"
566,"483"
567,"525"
568,"428"
569,"446"
570,"446"
571,"487"
572,"408"
573,"443"
574,"447"
575,"449"
576,"433"
577,"458"
578,"409"
579,"447"
580,"460"
581,"446"
582,"432"
583,"426"
584,"421"
585,"446"
586,"406"
587,"472"
588,"392"
589,"406"
590,"436"
591,"430"
592,"430"
593,"430"
594,"423"
595,"428"
596,"395"
597,"460"
598,"405"
599,"428"
600,"408"
601,"416"
602,"435"
603,"417"
604,"432"
605,"428"
606,"436"
607,"446"
608,"423"
609,"434"
610,"455"
611,"450"
612,"406"
613,"429"
614,"409"
615,"443"
616,"453"
617,"409"
618,"424"
619,"437"
620,"434"
621,"448"
622,"417"
623,"446"
624,"465"
625,"464"
626,"445"
627,"427"
