Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 3phi 0"
Duration Time,60.035
Ambient Temperature,"90.0"
Detector Temperature,"-15.5"
Valid Accumulated Counts,"701297"
Raw Accumulated Counts,"726658"
Valid Count Last Packet,"10828"
Raw Count Last Packet,"11225"
Live Time,58.305984
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0886
Number of Channels,2048
Vacuum,767
Channel#,Intensity
0,"1828"
1,"1416"
2,"926"
3,"519"
4,"182"
5,"72"
6,"18"
7,"5"
8,"2"
9,"2"
10,"0"
11,"0"
12,"0"
13,"1"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"0"
21,"6"
22,"39"
23,"108"
24,"155"
25,"198"
26,"177"
27,"178"
28,"178"
29,"151"
30,"176"
31,"185"
32,"157"
33,"154"
34,"142"
35,"166"
36,"165"
37,"146"
38,"152"
39,"150"
40,"155"
41,"169"
42,"157"
43,"135"
44,"159"
45,"141"
46,"168"
47,"164"
48,"172"
49,"162"
50,"159"
51,"166"
52,"150"
53,"125"
54,"155"
55,"146"
56,"149"
57,"124"
58,"150"
59,"143"
60,"129"
61,"149"
62,"153"
63,"157"
64,"154"
65,"136"
66,"135"
67,"111"
68,"127"
69,"143"
70,"181"
71,"198"
72,"238"
73,"231"
74,"226"
75,"252"
76,"188"
77,"190"
78,"216"
79,"193"
80,"233"
81,"281"
82,"452"
83,"636"
84,"961"
85,"1211"
86,"1355"
87,"1260"
88,"1080"
89,"750"
90,"542"
91,"351"
92,"240"
93,"224"
94,"173"
95,"127"
96,"114"
97,"133"
98,"122"
99,"134"
100,"149"
101,"111"
102,"127"
103,"126"
104,"131"
105,"114"
106,"133"
107,"125"
108,"114"
109,"132"
110,"147"
111,"155"
112,"186"
113,"203"
114,"226"
115,"238"
116,"227"
117,"204"
118,"187"
119,"166"
120,"191"
121,"186"
122,"187"
123,"182"
124,"203"
125,"232"
126,"275"
127,"368"
128,"513"
129,"784"
130,"1076"
131,"1381"
132,"1723"
133,"1897"
134,"1971"
135,"1837"
136,"1633"
137,"1390"
138,"1337"
139,"1271"
140,"1365"
141,"1426"
142,"1443"
143,"1511"
144,"1683"
145,"1752"
146,"1870"
147,"1692"
148,"1540"
149,"1299"
150,"890"
151,"706"
152,"443"
153,"340"
154,"300"
155,"312"
156,"358"
157,"484"
158,"632"
159,"872"
160,"1366"
161,"1866"
162,"2496"
163,"3097"
164,"3354"
165,"3372"
166,"2934"
167,"2281"
168,"1600"
169,"1059"
170,"596"
171,"388"
172,"312"
173,"316"
174,"351"
175,"456"
176,"572"
177,"722"
178,"803"
179,"871"
180,"877"
181,"905"
182,"951"
183,"825"
184,"719"
185,"693"
186,"549"
187,"374"
188,"334"
189,"264"
190,"199"
191,"177"
192,"188"
193,"181"
194,"210"
195,"210"
196,"245"
197,"276"
198,"294"
199,"305"
200,"271"
201,"294"
202,"229"
203,"244"
204,"253"
205,"213"
206,"176"
207,"200"
208,"209"
209,"219"
210,"237"
211,"232"
212,"250"
213,"233"
214,"247"
215,"237"
216,"240"
217,"252"
218,"348"
219,"380"
220,"456"
221,"542"
222,"586"
223,"652"
224,"643"
225,"567"
226,"533"
227,"477"
228,"376"
229,"330"
230,"307"
231,"288"
232,"272"
233,"266"
234,"293"
235,"291"
236,"279"
237,"281"
238,"344"
239,"308"
240,"343"
241,"365"
242,"378"
243,"371"
244,"360"
245,"381"
246,"361"
247,"367"
248,"341"
249,"352"
250,"333"
251,"338"
252,"331"
253,"358"
254,"352"
255,"381"
256,"352"
257,"342"
258,"362"
259,"349"
260,"350"
261,"344"
262,"324"
263,"346"
264,"371"
265,"346"
266,"362"
267,"357"
268,"396"
269,"377"
270,"368"
271,"401"
272,"338"
273,"356"
274,"395"
275,"410"
276,"402"
277,"387"
278,"403"
279,"380"
280,"375"
281,"398"
282,"451"
283,"391"
284,"375"
285,"408"
286,"443"
287,"428"
288,"428"
289,"480"
290,"483"
291,"481"
292,"526"
293,"471"
294,"473"
295,"500"
296,"474"
297,"451"
298,"479"
299,"475"
300,"442"
301,"419"
302,"453"
303,"468"
304,"461"
305,"446"
306,"456"
307,"538"
308,"559"
309,"643"
310,"804"
311,"1134"
312,"1600"
313,"2120"
314,"2834"
315,"3619"
316,"3916"
317,"4227"
318,"4291"
319,"3857"
320,"3308"
321,"2575"
322,"2002"
323,"1328"
324,"997"
325,"751"
326,"580"
327,"514"
328,"463"
329,"480"
330,"468"
331,"460"
332,"471"
333,"473"
334,"469"
335,"497"
336,"468"
337,"472"
338,"542"
339,"578"
340,"542"
341,"549"
342,"579"
343,"628"
344,"675"
345,"714"
346,"844"
347,"891"
348,"989"
349,"1074"
350,"1115"
351,"1119"
352,"1084"
353,"974"
354,"882"
355,"908"
356,"731"
357,"766"
358,"809"
359,"800"
360,"781"
361,"846"
362,"915"
363,"955"
364,"1024"
365,"1110"
366,"1143"
367,"1225"
368,"1290"
369,"1433"
370,"1443"
371,"1457"
372,"1308"
373,"1164"
374,"1052"
375,"890"
376,"735"
377,"707"
378,"589"
379,"529"
380,"523"
381,"475"
382,"482"
383,"501"
384,"472"
385,"476"
386,"508"
387,"432"
388,"491"
389,"490"
390,"516"
391,"511"
392,"535"
393,"551"
394,"612"
395,"620"
396,"698"
397,"692"
398,"707"
399,"752"
400,"758"
401,"753"
402,"651"
403,"659"
404,"632"
405,"650"
406,"638"
407,"615"
408,"615"
409,"693"
410,"651"
411,"651"
412,"612"
413,"604"
414,"545"
415,"516"
416,"554"
417,"530"
418,"553"
419,"527"
420,"499"
421,"525"
422,"563"
423,"540"
424,"524"
425,"561"
426,"553"
427,"577"
428,"564"
429,"563"
430,"585"
431,"605"
432,"569"
433,"517"
434,"551"
435,"546"
436,"518"
437,"534"
