Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 1phi 1"
Duration Time,60.034
Ambient Temperature,"89.1"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"665004"
Raw Accumulated Counts,"688578"
Valid Count Last Packet,"10341"
Raw Count Last Packet,"10674"
Live Time,58.430016
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0886
Number of Channels,2048
Vacuum,1023
Channel#,Intensity
0,"1694"
1,"1459"
2,"943"
3,"542"
4,"197"
5,"66"
6,"23"
7,"4"
8,"1"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"0"
20,"1"
21,"7"
22,"46"
23,"113"
24,"171"
25,"178"
26,"162"
27,"195"
28,"155"
29,"195"
30,"195"
31,"165"
32,"174"
33,"155"
34,"157"
35,"140"
36,"144"
37,"172"
38,"140"
39,"159"
40,"138"
41,"150"
42,"135"
43,"138"
44,"161"
45,"153"
46,"167"
47,"170"
48,"170"
49,"156"
50,"156"
51,"122"
52,"153"
53,"141"
54,"137"
55,"144"
56,"162"
57,"135"
58,"154"
59,"136"
60,"136"
61,"151"
62,"147"
63,"148"
64,"143"
65,"114"
66,"125"
67,"137"
68,"124"
69,"137"
70,"138"
71,"192"
72,"210"
73,"196"
74,"247"
75,"254"
76,"228"
77,"195"
78,"188"
79,"167"
80,"222"
81,"299"
82,"435"
83,"666"
84,"1013"
85,"1197"
86,"1359"
87,"1336"
88,"1077"
89,"828"
90,"549"
91,"364"
92,"227"
93,"167"
94,"136"
95,"134"
96,"112"
97,"139"
98,"129"
99,"115"
100,"115"
101,"123"
102,"131"
103,"117"
104,"132"
105,"108"
106,"114"
107,"136"
108,"130"
109,"152"
110,"161"
111,"159"
112,"171"
113,"181"
114,"216"
115,"218"
116,"230"
117,"225"
118,"200"
119,"180"
120,"183"
121,"182"
122,"177"
123,"191"
124,"195"
125,"261"
126,"279"
127,"383"
128,"495"
129,"739"
130,"1039"
131,"1345"
132,"1681"
133,"1926"
134,"1988"
135,"1715"
136,"1593"
137,"1404"
138,"1259"
139,"1292"
140,"1357"
141,"1429"
142,"1417"
143,"1507"
144,"1612"
145,"1710"
146,"1826"
147,"1736"
148,"1593"
149,"1211"
150,"940"
151,"696"
152,"471"
153,"367"
154,"322"
155,"283"
156,"375"
157,"481"
158,"575"
159,"834"
160,"1288"
161,"1850"
162,"2599"
163,"2991"
164,"3252"
165,"3274"
166,"2846"
167,"2191"
168,"1483"
169,"945"
170,"582"
171,"374"
172,"284"
173,"276"
174,"334"
175,"453"
176,"538"
177,"641"
178,"740"
179,"803"
180,"759"
181,"748"
182,"690"
183,"709"
184,"624"
185,"495"
186,"438"
187,"336"
188,"255"
189,"189"
190,"204"
191,"187"
192,"164"
193,"187"
194,"182"
195,"251"
196,"218"
197,"250"
198,"266"
199,"253"
200,"247"
201,"225"
202,"224"
203,"205"
204,"172"
205,"193"
206,"185"
207,"196"
208,"211"
209,"216"
210,"186"
211,"213"
212,"206"
213,"235"
214,"221"
215,"240"
216,"223"
217,"255"
218,"273"
219,"313"
220,"345"
221,"369"
222,"434"
223,"422"
224,"462"
225,"455"
226,"378"
227,"344"
228,"312"
229,"296"
230,"268"
231,"253"
232,"227"
233,"256"
234,"264"
235,"292"
236,"265"
237,"311"
238,"318"
239,"269"
240,"333"
241,"343"
242,"327"
243,"348"
244,"362"
245,"349"
246,"346"
247,"328"
248,"334"
249,"342"
250,"316"
251,"317"
252,"328"
253,"318"
254,"359"
255,"360"
256,"370"
257,"380"
258,"375"
259,"391"
260,"411"
261,"370"
262,"427"
263,"376"
264,"389"
265,"386"
266,"357"
267,"355"
268,"349"
269,"365"
270,"352"
271,"357"
272,"400"
273,"378"
274,"346"
275,"378"
276,"334"
277,"353"
278,"360"
279,"372"
280,"350"
281,"348"
282,"355"
283,"367"
284,"360"
285,"413"
286,"386"
287,"364"
288,"422"
289,"374"
290,"445"
291,"425"
292,"423"
293,"439"
294,"404"
295,"407"
296,"377"
297,"421"
298,"388"
299,"402"
300,"363"
301,"410"
302,"419"
303,"447"
304,"440"
305,"436"
306,"481"
307,"492"
308,"556"
309,"610"
310,"671"
311,"815"
312,"1018"
313,"1340"
314,"1626"
315,"2015"
316,"2345"
317,"2457"
318,"2329"
319,"2172"
320,"1887"
321,"1506"
322,"1175"
323,"972"
324,"722"
325,"606"
326,"506"
327,"460"
328,"449"
329,"420"
330,"426"
331,"450"
332,"426"
333,"442"
334,"435"
335,"496"
336,"490"
337,"459"
338,"498"
339,"493"
340,"507"
341,"488"
342,"516"
343,"555"
344,"564"
345,"640"
346,"691"
347,"726"
348,"760"
349,"798"
350,"795"
351,"786"
352,"802"
353,"642"
354,"642"
355,"673"
356,"665"
357,"687"
358,"765"
359,"752"
360,"761"
361,"810"
362,"877"
363,"833"
364,"909"
365,"949"
366,"1010"
367,"1148"
368,"1151"
369,"1291"
370,"1344"
371,"1320"
372,"1133"
373,"1137"
374,"857"
375,"731"
376,"699"
377,"575"
378,"489"
379,"444"
380,"439"
381,"438"
382,"453"
383,"427"
384,"454"
385,"452"
386,"459"
387,"435"
388,"451"
389,"486"
390,"500"
391,"514"
392,"512"
393,"518"
394,"569"
395,"564"
396,"649"
397,"726"
398,"720"
399,"713"
400,"736"
401,"696"
402,"641"
403,"633"
404,"572"
405,"589"
406,"568"
407,"564"
408,"603"
409,"555"
410,"581"
411,"597"
412,"535"
413,"563"
414,"543"
415,"504"
416,"433"
417,"510"
418,"493"
419,"490"
420,"455"
421,"497"
422,"449"
423,"478"
424,"534"
425,"536"
426,"555"
427,"544"
428,"556"
429,"504"
430,"559"
431,"552"
432,"514"
433,"532"
434,"520"
435,"506"
436,"516"
437,"527"
438,"524"
439,"513"
440,"550"
441,"558"
442,"536"
443,"528"
444,"468"
445,"502"
446,"515"
447,"514"
448,"504"
449,"488"
450,"510"
451,"521"
452,"466"
453,"480"
454,"534"
455,"553"
456,"497"
457,"473"
458,"550"
459,"552"
460,"568"
461,"543"
462,"522"
463,"468"
464,"492"
465,"505"
466,"526"
467,"486"
468,"518"
469,"479"
470,"530"
471,"508"
472,"460"
473,"488"
474,"501"
475,"531"
476,"506"
477,"501"
478,"501"
479,"505"
480,"512"
481,"535"
482,"501"
483,"475"
484,"527"
485,"516"
486,"556"
487,"505"
488,"494"
489,"564"
490,"532"
491,"567"
492,"540"
493,"544"
494,"546"
495,"530"
496,"519"
497,"515"
498,"537"
499,"494"
500,"495"
501,"487"
502,"510"
503,"509"
504,"506"
505,"461"
506,"495"
507,"474"
508,"517"
509,"481"
510,"529"
511,"498"
512,"508"
513,"480"
514,"505"
515,"528"
516,"484"
517,"473"
518,"568"
519,"459"
520,"514"
521,"553"
522,"519"
523,"548"
524,"563"
525,"538"
526,"546"
527,"518"
528,"512"
529,"513"
530,"483"
531,"483"
532,"519"
533,"484"
534,"432"
535,"523"
536,"509"
537,"498"
538,"504"
539,"530"
540,"433"
541,"484"
542,"502"
543,"498"
544,"505"
545,"454"
546,"481"
547,"475"
548,"511"
549,"475"
550,"473"
551,"510"
552,"513"
553,"494"
554,"465"
555,"474"
556,"510"
557,"478"
558,"471"
559,"507"
560,"499"
561,"488"
562,"495"
563,"463"
564,"530"
565,"533"
566,"473"
567,"470"
568,"529"
569,"513"
570,"517"
571,"480"
572,"482"
573,"517"
574,"520"
575,"527"
576,"502"
577,"447"
578,"462"
579,"519"
580,"510"
581,"475"
582,"483"
583,"476"
584,"500"
585,"498"
586,"520"
587,"532"
588,"447"
589,"477"
590,"485"
591,"488"
592,"508"
593,"502"
594,"495"
595,"496"
596,"491"
597,"514"
598,"480"
599,"525"
600,"462"
601,"491"
602,"484"
603,"507"
604,"470"
605,"470"
606,"484"
607,"514"
608,"495"
609,"508"
610,"489"
611,"517"
612,"466"
613,"508"
614,"513"
615,"491"
616,"498"
617,"473"
618,"454"
619,"490"
620,"492"
621,"517"
622,"515"
623,"531"
624,"513"
625,"499"
626,"546"
627,"533"
628,"498"
629,"471"
630,"516"
631,"485"
632,"502"
633,"530"
634,"497"
635,"502"
636,"523"
637,"515"
638,"487"
639,"507"
640,"467"
641,"492"
642,"515"
643,"509"
644,"467"
645,"507"
646,"528"
647,"481"
648,"529"
649,"513"
650,"527"
651,"491"
652,"523"
653,"544"
654,"583"
655,"698"
656,"718"
657,"771"
658,"938"
659,"1007"
660,"1199"
661,"1178"
662,"1330"
663,"1310"
664,"1308"
665,"1293"
666,"1200"
667,"1166"
668,"1043"
669,"924"
670,"799"
671,"726"
672,"583"
673,"610"
674,"553"
675,"555"
676,"529"
677,"466"
678,"545"
679,"513"
680,"461"
681,"475"
682,"473"
683,"441"
684,"461"
685,"463"
686,"556"
687,"499"
688,"537"
689,"524"
690,"476"
691,"525"
692,"505"
693,"558"
