Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"L3-2C 0phi 2"
Duration Time,60.097
Ambient Temperature,"87.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"606439"
Raw Accumulated Counts,"626639"
Valid Count Last Packet,"9650"
Raw Count Last Packet,"10005"
Live Time,58.591019
HV DAC,171
HV ADC,40.000000
Filament DAC,200
Filament ADC,5.000000
Pulse Length,201
Pulse Period,254
Filter,2
eV per channel,20.0886
Number of Channels,2048
Vacuum,764
Channel#,Intensity
0,"1760"
1,"1482"
2,"900"
3,"540"
4,"204"
5,"56"
6,"15"
7,"5"
8,"0"
9,"0"
10,"0"
11,"2"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"0"
18,"0"
19,"1"
20,"0"
21,"4"
22,"39"
23,"129"
24,"167"
25,"183"
26,"166"
27,"175"
28,"166"
29,"160"
30,"140"
31,"171"
32,"159"
33,"151"
34,"170"
35,"158"
36,"134"
37,"155"
38,"148"
39,"158"
40,"153"
41,"143"
42,"142"
43,"171"
44,"166"
45,"150"
46,"186"
47,"145"
48,"155"
49,"144"
50,"146"
51,"154"
52,"147"
53,"143"
54,"166"
55,"133"
56,"151"
57,"136"
58,"154"
59,"148"
60,"146"
61,"153"
62,"136"
63,"130"
64,"119"
65,"113"
66,"121"
67,"103"
68,"130"
69,"139"
70,"135"
71,"160"
72,"175"
73,"190"
74,"190"
75,"175"
76,"139"
77,"164"
78,"150"
79,"160"
80,"184"
81,"268"
82,"414"
83,"644"
84,"942"
85,"1179"
86,"1308"
87,"1189"
88,"1040"
89,"727"
90,"519"
91,"323"
92,"253"
93,"165"
94,"142"
95,"133"
96,"130"
97,"130"
98,"102"
99,"114"
100,"115"
101,"157"
102,"144"
103,"115"
104,"118"
105,"107"
106,"105"
107,"108"
108,"115"
109,"124"
110,"118"
111,"171"
112,"162"
113,"186"
114,"253"
115,"209"
116,"225"
117,"193"
118,"186"
119,"199"
120,"165"
121,"188"
122,"168"
123,"190"
124,"203"
125,"206"
126,"282"
127,"382"
128,"506"
129,"732"
130,"1001"
131,"1332"
132,"1622"
133,"1774"
134,"1846"
135,"1759"
136,"1602"
137,"1365"
138,"1243"
139,"1280"
140,"1301"
141,"1426"
142,"1421"
143,"1499"
144,"1582"
145,"1738"
146,"1785"
147,"1774"
148,"1541"
149,"1249"
150,"912"
151,"655"
152,"445"
153,"382"
154,"284"
155,"282"
156,"320"
157,"350"
158,"417"
159,"454"
160,"633"
161,"783"
162,"1058"
163,"1271"
164,"1267"
165,"1281"
166,"1161"
167,"882"
168,"670"
169,"457"
170,"281"
171,"257"
172,"191"
173,"205"
174,"222"
175,"270"
176,"319"
177,"379"
178,"406"
179,"447"
180,"515"
181,"526"
182,"572"
183,"536"
184,"490"
185,"491"
186,"382"
187,"290"
188,"208"
189,"206"
190,"175"
191,"186"
192,"170"
193,"192"
194,"190"
195,"189"
196,"208"
197,"212"
198,"217"
199,"242"
200,"270"
201,"215"
202,"207"
203,"205"
204,"199"
205,"189"
206,"192"
207,"185"
208,"186"
209,"219"
210,"193"
211,"201"
212,"194"
213,"232"
214,"209"
215,"218"
216,"180"
217,"244"
218,"247"
219,"247"
220,"303"
221,"327"
222,"374"
223,"370"
224,"405"
225,"363"
226,"347"
227,"317"
228,"296"
229,"291"
230,"283"
231,"266"
232,"255"
233,"260"
234,"280"
235,"224"
236,"254"
237,"313"
238,"281"
239,"287"
240,"298"
241,"311"
242,"320"
243,"353"
244,"355"
245,"338"
246,"386"
247,"341"
248,"375"
249,"344"
250,"322"
251,"363"
252,"354"
253,"315"
254,"323"
255,"285"
256,"297"
257,"300"
258,"306"
259,"302"
260,"330"
261,"302"
262,"312"
263,"297"
264,"311"
265,"349"
266,"313"
267,"324"
268,"383"
269,"339"
270,"342"
271,"325"
272,"359"
273,"370"
274,"362"
275,"347"
276,"404"
277,"408"
278,"370"
279,"434"
280,"437"
281,"447"
282,"488"
283,"418"
284,"412"
285,"424"
286,"437"
287,"366"
288,"380"
289,"375"
290,"399"
291,"393"
292,"375"
293,"370"
294,"348"
295,"382"
296,"357"
297,"355"
298,"346"
299,"359"
300,"367"
301,"379"
302,"364"
303,"434"
304,"380"
305,"416"
306,"415"
307,"387"
308,"459"
309,"477"
310,"540"
311,"736"
312,"824"
313,"1084"
314,"1372"
315,"1591"
316,"1807"
317,"1962"
318,"1834"
319,"1751"
320,"1524"
321,"1271"
322,"988"
323,"776"
324,"631"
325,"546"
326,"530"
327,"484"
328,"426"
329,"457"
330,"502"
331,"526"
332,"522"
333,"510"
334,"529"
335,"526"
336,"504"
337,"492"
338,"485"
339,"499"
340,"513"
341,"480"
342,"514"
343,"520"
344,"573"
345,"536"
346,"616"
347,"644"
348,"711"
349,"718"
350,"782"
351,"707"
352,"734"
353,"757"
354,"683"
355,"706"
356,"675"
357,"690"
358,"731"
359,"771"
360,"757"
361,"775"
362,"864"
363,"865"
364,"858"
365,"952"
366,"990"
367,"1127"
368,"1258"
369,"1251"
370,"1260"
371,"1238"
372,"1125"
373,"1017"
374,"910"
375,"755"
376,"640"
377,"586"
378,"487"
379,"506"
380,"426"
381,"412"
382,"437"
383,"394"
384,"412"
385,"407"
386,"411"
387,"408"
388,"408"
389,"422"
390,"418"
391,"489"
392,"432"
393,"485"
394,"561"
395,"590"
396,"642"
397,"646"
398,"661"
399,"711"
400,"653"
401,"655"
402,"617"
403,"540"
404,"543"
405,"558"
406,"528"
407,"537"
408,"536"
409,"604"
410,"542"
411,"545"
412,"526"
413,"502"
414,"501"
415,"486"
416,"478"
417,"472"
418,"467"
419,"508"
420,"514"
421,"509"
422,"543"
423,"521"
424,"556"
425,"579"
426,"543"
427,"566"
428,"528"
429,"578"
430,"529"
431,"544"
432,"555"
433,"555"
434,"485"
435,"539"
436,"547"
437,"528"
438,"550"
439,"547"
440,"518"
441,"508"
442,"529"
443,"502"
444,"473"
445,"448"
446,"470"
447,"487"
448,"465"
449,"456"
450,"440"
451,"431"
452,"461"
453,"441"
454,"474"
455,"457"
456,"494"
457,"513"
458,"479"
459,"436"
460,"464"
461,"468"
462,"437"
463,"422"
464,"445"
465,"511"
466,"443"
467,"459"
468,"430"
469,"446"
470,"479"
471,"444"
472,"457"
473,"435"
474,"490"
475,"474"
476,"443"
477,"439"
478,"458"
479,"439"
480,"432"
481,"481"
482,"438"
483,"438"
484,"450"
485,"474"
486,"473"
487,"430"
488,"508"
489,"474"
490,"452"
491,"517"
492,"475"
493,"501"
494,"499"
495,"505"
496,"547"
497,"545"
498,"528"
499,"542"
500,"511"
501,"517"
502,"514"
503,"515"
504,"485"
505,"510"
506,"457"
507,"489"
508,"505"
509,"458"
510,"471"
511,"445"
512,"478"
513,"473"
514,"443"
515,"472"
516,"474"
517,"439"
518,"450"
519,"461"
520,"499"
521,"472"
522,"466"
523,"493"
524,"436"
525,"473"
526,"470"
527,"445"
528,"430"
529,"443"
530,"425"
531,"434"
532,"460"
533,"492"
534,"457"
535,"456"
536,"447"
537,"453"
538,"435"
539,"449"
540,"427"
541,"469"
542,"447"
543,"456"
544,"444"
545,"484"
546,"452"
547,"425"
548,"480"
549,"452"
550,"452"
551,"483"
552,"465"
553,"465"
554,"468"
555,"432"
556,"508"
557,"482"
558,"468"
559,"501"
560,"433"
561,"451"
562,"486"
563,"447"
564,"474"
565,"457"
566,"438"
567,"479"
568,"453"
569,"435"
570,"477"
571,"436"
572,"444"
573,"446"
574,"404"
575,"438"
576,"436"
577,"416"
578,"413"
579,"479"
580,"448"
581,"430"
582,"421"
583,"413"
584,"469"
585,"458"
586,"441"
587,"459"
588,"426"
589,"462"
590,"427"
591,"444"
592,"452"
593,"414"
594,"454"
595,"426"
596,"469"
597,"395"
598,"438"
599,"462"
600,"482"
601,"432"
602,"443"
603,"447"
604,"457"
605,"504"
606,"455"
607,"454"
608,"465"
609,"465"
610,"461"
611,"408"
612,"446"
613,"437"
614,"473"
615,"453"
616,"441"
617,"471"
618,"446"
619,"446"
620,"456"
621,"452"
622,"490"
623,"425"
624,"446"
625,"449"
626,"469"
627,"536"
628,"489"
629,"499"
630,"494"
631,"492"
632,"430"
633,"456"
634,"438"
635,"470"
636,"476"
637,"448"
638,"405"
639,"436"
640,"459"
641,"453"
642,"445"
643,"457"
644,"462"
645,"457"
646,"458"
647,"458"
648,"463"
649,"480"
650,"437"
651,"471"
652,"444"
653,"429"
654,"486"
655,"528"
656,"536"
657,"588"
658,"632"
659,"682"
660,"709"
661,"727"
662,"784"
663,"785"
664,"800"
665,"789"
666,"764"
667,"672"
668,"652"
669,"603"
670,"571"
671,"525"
672,"488"
673,"438"
674,"473"
675,"429"
676,"447"
677,"464"
678,"442"
679,"462"
680,"493"
681,"464"
682,"459"
683,"417"
684,"437"
685,"427"
686,"417"
687,"446"
688,"458"
689,"440"
690,"458"
691,"463"
692,"449"
693,"467"
694,"476"
695,"493"
696,"491"
697,"475"
698,"531"
699,"557"
700,"549"
701,"590"
702,"576"
703,"503"
704,"509"
705,"530"
706,"508"
707,"495"
708,"493"
709,"464"
710,"463"
711,"422"
712,"452"
713,"446"
714,"458"
715,"392"
716,"432"
717,"441"
718,"427"
719,"455"
720,"407"
721,"428"
722,"420"
723,"434"
724,"450"
725,"405"
726,"392"
727,"413"
728,"450"
729,"433"
730,"429"
731,"441"
732,"423"
733,"466"
734,"424"
735,"423"
736,"477"
737,"457"
738,"479"
739,"453"
740,"439"
741,"486"
742,"498"
743,"470"
744,"451"
745,"466"
746,"439"
747,"453"
748,"467"
749,"440"
750,"439"
751,"468"
752,"437"
753,"465"
754,"463"
755,"397"
756,"410"
757,"450"
758,"433"
759,"381"
760,"468"
761,"395"
762,"420"
763,"398"
764,"374"
765,"413"
766,"390"
767,"390"
768,"416"
769,"380"
770,"427"
771,"411"
772,"457"
773,"462"
774,"459"
775,"449"
776,"479"
777,"518"
778,"487"
779,"481"
780,"518"
781,"533"
782,"494"
783,"513"
784,"463"
785,"482"
786,"441"
787,"440"
788,"443"
789,"418"
790,"402"
791,"442"
792,"388"
793,"424"
794,"394"
795,"385"
796,"408"
797,"434"
798,"402"
799,"394"
800,"398"
801,"382"
802,"412"
803,"388"
804,"380"
805,"425"
806,"382"
807,"373"
808,"393"
809,"359"
810,"387"
811,"378"
812,"408"
813,"402"
814,"399"
815,"362"
816,"376"
817,"409"
818,"393"
819,"394"
820,"383"
821,"392"
822,"339"
823,"410"
824,"389"
825,"401"
826,"417"
827,"399"
828,"397"
829,"358"
830,"372"
831,"377"
832,"400"
833,"362"
834,"384"
835,"380"
836,"396"
837,"372"
838,"377"
839,"373"
840,"378"
841,"418"
842,"385"
843,"391"
844,"393"
845,"362"
846,"403"
847,"395"
848,"401"
849,"366"
850,"353"
851,"367"
852,"364"
853,"413"
854,"393"
855,"363"
856,"357"
857,"404"
858,"362"
859,"353"
860,"391"
861,"368"
862,"426"
863,"446"
864,"394"
865,"399"
866,"393"
867,"372"
868,"382"
869,"356"
870,"416"
871,"431"
872,"428"
873,"382"
874,"431"
875,"430"
876,"427"
877,"462"
878,"466"
879,"402"
880,"375"
881,"428"
882,"392"
883,"459"
884,"411"
885,"419"
886,"404"
887,"430"
888,"427"
889,"433"
890,"431"
891,"431"
892,"420"
893,"485"
894,"475"
895,"463"
896,"490"
897,"489"
898,"511"
899,"553"
900,"523"
901,"495"
902,"495"
903,"526"
904,"558"
905,"539"
906,"557"
907,"554"
908,"583"
909,"574"
910,"635"
911,"603"
912,"636"
913,"664"
914,"723"
915,"657"
916,"746"
917,"729"
918,"823"
919,"846"
920,"852"
921,"952"
922,"884"
923,"1005"
924,"981"
925,"1038"
926,"1084"
927,"1113"
928,"1103"
929,"1182"
930,"1125"
931,"1263"
932,"1299"
933,"1326"
934,"1313"
935,"1374"
936,"1351"
937,"1326"
938,"1409"
939,"1365"
940,"1389"
941,"1365"
942,"1394"
943,"1311"
944,"1218"
945,"1258"
946,"1261"
947,"1229"
948,"1126"
949,"1051"
950,"1106"
951,"1091"
952,"993"
953,"954"
954,"906"
955,"881"
956,"810"
957,"851"
958,"770"
959,"754"
960,"701"
961,"697"
962,"658"
963,"643"
964,"607"
965,"651"
966,"587"
967,"569"
968,"540"
969,"501"
970,"540"
971,"505"
972,"480"
973,"445"
974,"443"
975,"422"
976,"459"
977,"421"
978,"408"
979,"388"
980,"468"
981,"427"
982,"400"
983,"400"
984,"391"
985,"427"
986,"444"
987,"418"
988,"413"
989,"490"
990,"526"
991,"504"
992,"598"
993,"620"
994,"697"
995,"716"
996,"719"
997,"768"
998,"835"
999,"840"
1000,"831"
1001,"862"
1002,"901"
1003,"820"
1004,"741"
1005,"746"
1006,"703"
1007,"634"
1008,"543"
1009,"506"
1010,"437"
1011,"439"
1012,"438"
1013,"379"
1014,"357"
1015,"341"
1016,"353"
1017,"360"
1018,"355"
1019,"335"
1020,"364"
1021,"341"
1022,"373"
1023,"364"
1024,"355"
1025,"322"
1026,"370"
1027,"377"
1028,"368"
1029,"356"
1030,"396"
1031,"389"
1032,"363"
1033,"409"
1034,"417"
1035,"465"
1036,"453"
1037,"530"
1038,"503"
1039,"537"
1040,"520"
1041,"540"
1042,"531"
1043,"597"
1044,"627"
1045,"633"
1046,"650"
1047,"634"
1048,"664"
1049,"606"
1050,"610"
1051,"599"
1052,"627"
1053,"575"
1054,"626"
1055,"504"
1056,"530"
1057,"484"
1058,"448"
1059,"463"
1060,"420"
1061,"417"
1062,"424"
1063,"375"
1064,"365"
1065,"401"
1066,"359"
1067,"376"
1068,"364"
1069,"354"
1070,"357"
1071,"339"
1072,"318"
1073,"301"
1074,"352"
1075,"348"
1076,"292"
1077,"310"
1078,"296"
1079,"285"
1080,"309"
1081,"301"
1082,"317"
1083,"288"
1084,"252"
1085,"303"
1086,"291"
1087,"257"
1088,"278"
1089,"288"
1090,"252"
1091,"264"
1092,"248"
1093,"250"
1094,"268"
1095,"258"
1096,"240"
1097,"258"
1098,"248"
1099,"253"
1100,"272"
1101,"248"
1102,"251"
1103,"240"
1104,"238"
1105,"248"
1106,"232"
1107,"262"
1108,"219"
1109,"246"
1110,"239"
1111,"219"
1112,"274"
1113,"208"
1114,"247"
1115,"243"
1116,"226"
1117,"258"
1118,"231"
1119,"227"
1120,"243"
1121,"259"
1122,"277"
1123,"312"
1124,"308"
1125,"298"
1126,"273"
1127,"330"
1128,"301"
1129,"314"
1130,"296"
1131,"279"
1132,"282"
1133,"253"
1134,"235"
1135,"235"
1136,"225"
1137,"220"
1138,"209"
1139,"243"
1140,"205"
1141,"216"
1142,"222"
1143,"243"
1144,"229"
1145,"204"
1146,"216"
1147,"210"
1148,"219"
1149,"225"
1150,"205"
1151,"221"
1152,"215"
1153,"204"
1154,"217"
1155,"229"
1156,"192"
1157,"228"
1158,"207"
1159,"193"
1160,"215"
1161,"199"
1162,"212"
1163,"203"
1164,"226"
1165,"198"
1166,"217"
1167,"164"
1168,"205"
1169,"185"
1170,"222"
1171,"216"
1172,"224"
1173,"209"
1174,"197"
1175,"196"
1176,"212"
1177,"231"
1178,"210"
1179,"207"
1180,"217"
1181,"205"
1182,"213"
1183,"219"
1184,"251"
1185,"218"
1186,"208"
1187,"203"
1188,"168"
1189,"190"
1190,"190"
1191,"182"
1192,"187"
1193,"182"
1194,"207"
1195,"198"
1196,"178"
1197,"212"
1198,"184"
1199,"210"
1200,"177"
1201,"178"
1202,"187"
1203,"174"
1204,"194"
1205,"187"
1206,"185"
1207,"193"
1208,"161"
1209,"171"
1210,"169"
1211,"184"
1212,"201"
1213,"204"
1214,"190"
1215,"176"
1216,"183"
1217,"156"
1218,"153"
1219,"175"
1220,"191"
1221,"190"
1222,"169"
1223,"168"
1224,"179"
1225,"160"
1226,"175"
1227,"169"
1228,"185"
1229,"169"
1230,"163"
1231,"172"
1232,"170"
1233,"184"
1234,"180"
1235,"158"
1236,"169"
1237,"161"
1238,"158"
1239,"158"
1240,"165"
1241,"189"
1242,"175"
1243,"184"
1244,"193"
1245,"147"
1246,"175"
1247,"156"
1248,"172"
1249,"156"
1250,"165"
1251,"162"
1252,"167"
1253,"181"
1254,"172"
1255,"160"
1256,"153"
1257,"140"
1258,"167"
1259,"166"
1260,"159"
1261,"153"
1262,"157"
1263,"157"
1264,"152"
1265,"159"
1266,"168"
1267,"141"
1268,"158"
1269,"140"
1270,"136"
1271,"130"
1272,"135"
1273,"161"
1274,"179"
1275,"158"
1276,"156"
1277,"165"
1278,"156"
1279,"139"
1280,"144"
1281,"146"
1282,"155"
1283,"143"
1284,"162"
1285,"152"
1286,"148"
1287,"172"
1288,"130"
1289,"147"
1290,"152"
1291,"146"
1292,"139"
1293,"167"
1294,"147"
1295,"144"
1296,"129"
1297,"129"
1298,"130"
1299,"150"
1300,"159"
1301,"142"
1302,"141"
1303,"146"
1304,"150"
1305,"166"
1306,"157"
1307,"159"
1308,"147"
1309,"132"
1310,"137"
1311,"129"
1312,"146"
1313,"136"
1314,"155"
1315,"121"
1316,"129"
1317,"136"
1318,"128"
1319,"136"
1320,"132"
1321,"113"
1322,"132"
1323,"119"
1324,"129"
1325,"132"
1326,"129"
1327,"148"
1328,"135"
1329,"129"
1330,"142"
1331,"157"
1332,"117"
1333,"136"
1334,"133"
1335,"129"
1336,"120"
1337,"126"
1338,"132"
1339,"112"
1340,"127"
1341,"129"
1342,"124"
1343,"120"
1344,"124"
1345,"112"
1346,"114"
1347,"105"
1348,"134"
1349,"125"
1350,"129"
1351,"93"
1352,"115"
1353,"120"
1354,"79"
1355,"117"
1356,"127"
1357,"105"
1358,"125"
1359,"106"
1360,"126"
1361,"110"
1362,"117"
1363,"127"
1364,"98"
1365,"115"
1366,"123"
1367,"125"
1368,"107"
1369,"115"
1370,"118"
1371,"127"
1372,"109"
1373,"106"
1374,"124"
1375,"120"
1376,"105"
1377,"120"
1378,"110"
1379,"127"
1380,"117"
1381,"110"
1382,"105"
1383,"125"
1384,"110"
1385,"121"
1386,"100"
1387,"117"
1388,"103"
1389,"118"
1390,"104"
1391,"115"
1392,"112"
1393,"94"
1394,"116"
1395,"105"
1396,"90"
1397,"92"
1398,"111"
1399,"94"
1400,"108"
1401,"112"
1402,"101"
1403,"98"
1404,"106"
1405,"105"
1406,"79"
1407,"92"
1408,"86"
1409,"96"
1410,"109"
1411,"124"
1412,"92"
1413,"93"
1414,"111"
1415,"98"
1416,"92"
1417,"115"
1418,"84"
1419,"108"
1420,"89"
1421,"91"
1422,"98"
1423,"94"
1424,"90"
1425,"104"
1426,"100"
1427,"96"
1428,"90"
1429,"103"
1430,"90"
1431,"85"
1432,"91"
1433,"90"
1434,"87"
1435,"90"
1436,"92"
1437,"107"
1438,"122"
1439,"83"
1440,"98"
1441,"88"
1442,"85"
1443,"85"
1444,"93"
1445,"86"
1446,"82"
1447,"80"
1448,"81"
1449,"77"
1450,"93"
1451,"75"
1452,"64"
1453,"81"
1454,"91"
1455,"85"
1456,"75"
1457,"86"
1458,"76"
1459,"84"
1460,"88"
1461,"93"
1462,"77"
1463,"97"
1464,"66"
1465,"67"
